Rack	Pos	PopID	Mom	Indiv	Trt	Origin	Wilt	TotWilt	Yellow	Death	FloatDate	Note	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	OtherBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	ID
TR004.14.i	33	7	TR004	14	i	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.14.i
RU008.19.b	33	8	RU008	19	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.19.b
RU001.2.g	33	10	RU001	2	g	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.2.g
CA001.6.a	33	11	CA001	6	a	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.6.a
BG001.25.f	33	12	BG001	25	f	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.25.f
US014.16.f	33	14	US014	16	f	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.16.f
US001.22.h	33	17	US001	22	h	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.22.h
UA005.15.e	33	20	UA005	15	e	cut	nat	NA	NA	NA	NA	NA		53	NA	NA	NA	NA	53	1	17.5	NA	69	1	37		NA			UA005.15.e
US026.35.a	33	21	US026	35	a	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US026.35.a
TR001.12.c	33	23	TR001	12	c	cut	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.12.c
RO003.9.d	33	24	RO003	9	d	cut	nat	NA	NA	NA	NA	NA		53	NA	NA	NA	NA	53	1	27.7	NA	69	1	33.5		NA			RO003.9.d
RU003.3.d	33	25	RU003	3	d	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.3.d
RU004.6.b	33	26	RU004	6	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.6.b
RO001.13.i	33	27	RO001	13	i	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.13.i
UA003.7A.e	33	28	UA003	7A	e	cut	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	3.5		NA			UA003.7A.e
UA004.27.g	33	29	UA004	27	g	cut	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.27.g
GR003.10.d	33	30	GR003	10	d	cut	nat	NA	NA	NA	NA	NA		53	NA	NA	NA	NA	53	1	2.6	NA	69	1	32.5		NA			GR003.10.d
RO002.12.g	33	32	RO002	12	g	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.12.g
RO004.13.h	33	33	RO004	13	h	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.13.h
TR003.6.a	33	35	TR003	6	a	cut	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.6.a
US002.22.a	33	39	US002	22	a	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.22.a
UA008.25.h	33	41	UA008	25	h	cut	nat	NA	NA	NA	NA	NA		53	NA	NA	NA	NA	53	1	5.5	NA	69	1	45		NA			UA008.25.h
HU001.14.d	33	44	HU001	14	d	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.14.d
US012.28.e	33	46	US012	28	e	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.28.e
US003.20.g	33	47	US003	20	g	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.20.g
CA008.4.b	33	49	CA008	4	b	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.4.b
GR002.8.a	33	50	GR002	8	a	cut	nat	NA	NA	NA	NA	NA		53	NA	NA	NA	NA	53	1	4.4	NA	69	1	31.5		NA			GR002.8.a
US003.27.b	34	1	US003	27	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.27.b
UA005.7.d	34	3	UA005	7	d	control	nat	NA	NA	NA	NA	NA		18	18	1	8.3	NA	39	1	36.8	NA	69	1	40.5		74	white		UA005.7.d
RU008.21.e	34	4	RU008	21	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.21.e
TR003.24.c	34	7	TR003	24	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.24.c
UA003.8.j	34	8	UA003	8	j	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.8.j
US002.22.d	34	14	US002	22	d	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.22.d
TR001.12.f	34	15	TR001	12	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.12.f
US015.3.e	34	17	US015	3	e	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.3.e
UA004.7.h	34	18	UA004	7	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.7.h
GR001.28.g	34	20	GR001	28	g	control	nat	NA	NA	NA	NA	NA		11	18	1	21	NA	39	1	29.6	NA	69	1	31.6		53	white		GR001.28.g
UA006.14.d	34	21	UA006	14	d	control	nat	NA	NA	NA	NA	NA		39	NA	NA	NA	NA	39	1	14.5	NA	69	1	22.5		74	white		UA006.14.d
UA001.11.f	34	23	UA001	11	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.11.f
UA008.13.g	34	25	UA008	13	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.13.g
RO005.23.h	34	33	RO005	23	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.23.h
US022.23.h	34	35	US022	23	h	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.23.h
GR002.13.b	34	36	GR002	13	b	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	33		NA			GR002.13.b
RO001.28.c	34	37	RO001	28	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.28.c
RU001.7.h	34	38	RU001	7	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.7.h
BG001.17.e	34	39	BG001	17	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.17.e
HU001.14.b	34	40	HU001	14	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.14.b
RO003.9.i	34	41	RO003	9	i	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.9.i
CA001.6.e	34	42	CA001	6	e	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.6.e
GR003.12.i	34	43	GR003	12	i	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.12.i
RO002.15.i	34	46	RO002	15	i	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.15.i
RO004.21.c	34	49	RO004	21	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.21.c
US001.14.j	34	50	US001	14	j	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.14.j
CA008.6.i	35	1	CA008	6	i	flood	inv	NA	NA	8	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.6.i
RU003.1.f	35	2	RU003	1	f	flood	nat	NA	NA	9	14	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.1.f
HU001.13.f	35	3	HU001	13	f	flood	nat	NA	NA	10	25	15	FLOAT-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.13.f
RU007.20.C	35	5	RU007	20	C	flood	nat	NA	NA	9	19	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU007.20.C
TR003.24.d	35	6	TR003	24	d	flood	nat	NA	NA	9	NA	NA	F1-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.24.d
US026.15.b	35	7	US026	15	b	flood	inv	NA	NA	5	22	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US026.15.b
US014.16.b	35	9	US014	16	b	flood	inv	NA	NA	6	19	18	FLOAT-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.16.b
RU008.16.e	35	11	RU008	16	e	flood	nat	NA	NA	6	15	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.16.e
RO004.21.g	35	12	RO004	21	g	flood	nat	NA	NA	6	16	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.21.g
US001.23.f	35	14	US001	23	f	flood	inv	NA	NA	6	17	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.23.f
RO001.12.f	35	15	RO001	12	f	flood	nat	NA	NA	8	16	15	FLOAT-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.12.f
US015.3.h	35	16	US015	3	h	flood	inv	NA	NA	7	13	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.3.h
RO002.22.c	35	17	RO002	22	c	flood	nat	NA	NA	6	21	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.22.c
TR005.20.i	35	18	TR005	20	i	flood	nat	NA	NA	7	19	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.20.i
RO003.9.a	35	20	RO003	9	a	flood	nat	NA	NA	8	15	14	FLOAT-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.9.a
UA008.13.e	35	22	UA008	13	e	flood	nat	NA	NA	7	22	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.13.e
RU001.9.f	35	23	RU001	9	f	flood	nat	NA	NA	9	NA	NA	F1-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.9.f
UA001.22.e	35	24	UA001	22	e	flood	nat	NA	NA	5	21	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.22.e
US002.17.e	35	26	US002	17	e	flood	inv	NA	NA	5	15	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.17.e
BG001.16.g	35	28	BG001	16	g	flood	nat	NA	NA	7	12	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.16.g
CA001.3.h	35	29	CA001	3	h	flood	inv	NA	NA	5	NA	25	F1-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.3.h
US003.19.c	35	30	US003	19	c	flood	inv	NA	NA	5	20	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.19.c
GR002.17.b	35	32	GR002	17	b	flood	nat	NA	NA	6	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.17.b
RO005.15.g	35	34	RO005	15	g	flood	nat	NA	NA	7	13	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.15.g
TR004.14.a	35	35	TR004	14	a	flood	nat	NA	NA	6	21	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.14.a
US012.29.e	35	36	US012	29	e	flood	inv	NA	NA	7	15	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.29.e
UA006.14.c	35	39	UA006	14	c	flood	nat	NA	NA	5	11	11	FLOAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA006.14.c
UA004.5.c	35	43	UA004	5	c	flood	nat	NA	NA	7	21	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.5.c
GR003.17.j	35	44	GR003	17	j	flood	nat	NA	NA	6	NA	39	F1-44	11	NA	NA	NA	NA	39	1	24.1	NA	69	1	27		63	white		GR003.17.j
UA003.7A.f	35	45	UA003	7A	f	flood	nat	NA	NA	5	19	17	FLOAT-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.7A.f
GR001.6.g	35	46	GR001	6	g	flood	nat	NA	NA	7	12	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.6.g
US018.11.e	35	47	US018	11	e	flood	inv	NA	NA	6	22	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US018.11.e
US011.12.e	35	49	US011	12	e	flood	inv	NA	NA	9	19	18	FLOAT-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US011.12.e
TR001.1.e	35	50	TR001	1	e	flood	nat	NA	NA	7	19	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.1.e
RO002.22.a	36	1	RO002	22	a	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.22.a
US003.6.b	36	4	US003	6	b	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.6.b
TR005.18.g	36	5	TR005	18	g	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.18.g
US014.20.b	36	6	US014	20	b	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.20.b
UA008.13.j	36	7	UA008	13	j	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.13.j
UA004.5.d	36	8	UA004	5	d	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.5.d
RU008.19.i	36	9	RU008	19	i	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.19.i
US020.42.d	36	10	US020	42	d	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.42.d
CA001.3.a	36	11	CA001	3	a	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.3.a
BG001.17.b	36	13	BG001	17	b	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.17.b
GR002.25.a	36	14	GR002	25	a	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.25.a
HU001.5.c	36	16	HU001	5	c	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.5.c
RO001.21.g	36	17	RO001	21	g	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.21.g
US026.15.a	36	19	US026	15	a	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US026.15.a
RO005.15.f	36	22	RO005	15	f	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.15.f
US018.5.a	36	23	US018	5	a	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US018.5.a
CA008.4.j	36	24	CA008	4	j	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.4.j
TR004.14.j	36	25	TR004	14	j	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.14.j
UA003.11A.i	36	26	UA003	11A	i	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.11A.i
GR003.17.c	36	27	GR003	17	c	nut def	nat	NA	NA	16	NA	NA		8	18	1	40.2	NA	39	1	40.7	NA	69	1	44.5		46			GR003.17.c
US002.22.h	36	28	US002	22	h	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.22.h
RO004.12.i	36	30	RO004	12	i	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.12.i
US015.17.f	36	31	US015	17	f	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.17.f
US001.22.b	36	32	US001	22	b	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.22.b
UA005.7.i	36	34	UA005	7	i	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.7.i
GR001.6.d	36	35	GR001	6	d	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.6.d
RU001.7.g	36	37	RU001	7	g	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.7.g
UA007.19.d	36	39	UA007	19	d	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA007.19.d
UA006.24.b	36	40	UA006	24	b	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA006.24.b
RU004.6.d	36	41	RU004	6	d	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.6.d
RO003.11.c	36	42	RO003	11	c	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.11.c
TR001.10.d	36	43	TR001	10	d	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.10.d
US022.17.c	36	44	US022	17	c	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.17.c
TR003.24.e	36	45	TR003	24	e	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.24.e
RO004.21.b	37	1	RO004	21	b	drought	nat	4	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.21.b
RO003.9.b	37	4	RO003	9	b	drought	nat	3	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.9.b
US015.17.l	37	7	US015	17	l	drought	inv	4	7	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.17.l
GR001.14.j	37	8	GR001	14	j	drought	nat	3	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.14.j
RU008.16.g	37	9	RU008	16	g	drought	nat	3	6	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.16.g
HU001.24.e	37	10	HU001	24	e	drought	nat	3	6	NA	8	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.24.e
US001.14.e	37	12	US001	14	e	drought	inv	2	5	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.14.e
UA008.13.f	37	14	UA008	13	f	drought	nat	5	9	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.13.f
RO002.12.k	37	15	RO002	12	k	drought	nat	5	10	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.12.k
RO005.15.e	37	16	RO005	15	e	drought	nat	6	7	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.15.e
CA008.5.e	37	17	CA008	5	e	drought	inv	3	5	NA	14	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.5.e
TR004.18.c	37	19	TR004	18	c	drought	nat	4	7	NA	17	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.18.c
US014.16.n	37	20	US014	16	n	drought	inv	3	6	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.16.n
US003.27.i	37	21	US003	27	i	drought	inv	2	4	NA	8	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.27.i
RU003.7.d	37	25	RU003	7	d	drought	nat	3	7	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.7.d
GR002.25.c	37	26	GR002	25	c	drought	nat	6	8	NA	18	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.25.c
RO001.6.f	37	27	RO001	6	f	drought	nat	3	4	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.6.f
UA002.14.c	37	28	UA002	14	c	drought	nat	4	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.14.c
TR001.12.j	37	29	TR001	12	j	drought	nat	1	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.12.j
US022.42.j	37	30	US022	42	j	drought	inv	3	6	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.42.j
TR005.20.f	37	33	TR005	20	f	drought	nat	3	7	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.20.f
CA001.2.g	37	35	CA001	2	g	drought	inv	4	6	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.2.g
BG001.22.e	37	36	BG001	22	e	drought	nat	5	7	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.22.e
TR003.15.a	37	38	TR003	15	a	drought	nat	5	8	NA	18	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.15.a
UA004.27.a	37	39	UA004	27	a	drought	nat	3	4	NA	8	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.27.a
RU005.3.c	37	40	RU005	3	c	drought	nat	4	7	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.3.c
GR003.9.b	37	42	GR003	9	b	drought	nat	3	7	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.9.b
RU001.7.j	37	43	RU001	7	j	drought	nat	3	7	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.7.j
UA003.6.a	37	44	UA003	6	a	drought	nat	3	5	NA	14	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.6.a
UA005.18.f	37	46	UA005	18	f	drought	nat	3	4	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.18.f
US002.24.a	37	50	US002	24	a	drought	inv	4	5	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.24.a
TR001.12.a	38	2	TR001	12	a	cut	nat	NA	NA	NA	NA	NA		53	NA	NA	NA	NA	53	1	40	NA	69	1	40		NA			TR001.12.a
CA001.4.j	38	4	CA001	4	j	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.4.j
UA003.9A.f	38	5	UA003	9A	f	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.9A.f
GR002.13.j	38	7	GR002	13	j	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.13.j
RO003.11.f	38	9	RO003	11	f	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.11.f
UA005.7.e	38	11	UA005	7	e	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.7.e
