Rack	Pos	PopID	Mom	Indiv	Trt	Origin	Wilt	TotWilt	Yellow	Death	FloatDate	Note	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	OtherBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	ID
BG001.25.e	11	48	BG001	25	e	cut	nat	NA	NA	NA	NA	NA		39	NA	NA	NA	NA	NA	NA	NA	NA	69	1	17		NA			BG001.25.e
GR001.26.c	11	49	GR001	26	c	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.26.c
UA004.5.a	11	50	UA004	5	a	cut	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.5.a
GR003.12.j	12	1	GR003	12	j	control	nat	NA	NA	NA	NA	NA		38	NA	NA	NA	NA	38	1	20.5	NA	69	1	26		80	white		GR003.12.j
UA006.22.a	12	2	UA006	22	a	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	37		NA			UA006.22.a
TR001.1.d	12	7	TR001	1	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.1.d
RO004.13.a	12	9	RO004	13	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.13.a
UA001.25.c	12	10	UA001	25	c	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	38.5		NA			UA001.25.c
BG001.16.b	12	11	BG001	16	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.16.b
TR005.18.h	12	13	TR005	18	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.18.h
UA005.18.d	12	14	UA005	18	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.18.d
US011.8.k	12	15	US011	8	k	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US011.8.k
UA003.9A.d	12	16	UA003	9A	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.9A.d
RO003.21.b	12	17	RO003	21	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.21.b
US014.4.d	12	18	US014	4	d	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.4.d
RO001.12.a	12	20	RO001	12	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.12.a
US015.15.e	12	23	US015	15	e	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.15.e
TR004.27.b	12	26	TR004	27	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.27.b
US001.20.j	12	27	US001	20	j	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.20.j
GR001.28.b	12	29	GR001	28	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.28.b
UA004.27.h	12	30	UA004	27	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.27.h
CA001.7.i	12	32	CA001	7	i	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.7.i
US002.5.c	12	33	US002	5	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.5.c
US023.34.k	12	34	US023	34	k	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US023.34.k
RU001.9.d	12	35	RU001	9	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.9.d
RU008.18.d	12	36	RU008	18	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.18.d
TR003.14.b	12	37	TR003	14	b	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	24		NA		spotted	TR003.14.b
HU001.5.a	12	38	HU001	5	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.5.a
RU005.11.a	12	39	RU005	11	a	control	nat	NA	NA	NA	NA	NA	two rosettes (9/8)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.11.a
GR002.17.f	12	40	GR002	17	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.17.f
US012.28.b	12	41	US012	28	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.28.b
US003.19.a	12	42	US003	19	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.19.a
RO005.14.e	12	43	RO005	14	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.14.e
CA008.2.b	12	45	CA008	2	b	control	inv	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	5.5		NA			CA008.2.b
US022.17.a	12	47	US022	17	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.17.a
RO002.15.c	12	48	RO002	15	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.15.c
RU002.1.d	12	49	RU002	1	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.1.d
TR003.24.f	13	1	TR003	24	f	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.24.f
TR001.10.c	13	2	TR001	10	c	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.10.c
RO002.12.d	13	4	RO002	12	d	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.12.d
CA001.4.c	13	5	CA001	4	c	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.4.c
TR005.18.f	13	8	TR005	18	f	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.18.f
UA002.14.a	13	9	UA002	14	a	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.14.a
US015.13.k	13	11	US015	13	k	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.13.k
TR004.8.h	13	12	TR004	8	h	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.8.h
RO001.6.b	13	14	RO001	6	b	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.6.b
UA003.6.e	13	15	UA003	6	e	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.6.e
RU002.7.b	13	16	RU002	7	b	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.7.b
RO004.12.a	13	17	RO004	12	a	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.12.a
RO003.9.j	13	18	RO003	9	j	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.9.j
UA001.25.h	13	19	UA001	25	h	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.25.h
RU008.16.i	13	20	RU008	16	i	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.16.i
RO005.25.c	13	22	RO005	25	c	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.25.c
RU005.6.f	13	23	RU005	6	f	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.6.f
US001.3.a	13	26	US001	3	a	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.3.a
US021.8.k	13	28	US021	8	k	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.8.k
US023.41.e	13	29	US023	41	e	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US023.41.e
GR003.10.c	13	30	GR003	10	c	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.10.c
US011.8.a	13	31	US011	8	a	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US011.8.a
US014.16.k	13	32	US014	16	k	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.16.k
BG001.25.i	13	34	BG001	25	i	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.25.i
RU001.7.b	13	35	RU001	7	b	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.7.b
US002.17.b	13	37	US002	17	b	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.17.b
UA004.15.c	13	38	UA004	15	c	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.15.c
HU001.5.h	13	41	HU001	5	h	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.5.h
GR001.26.e	13	43	GR001	26	e	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.26.e
CA008.2.a	13	44	CA008	2	a	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.2.a
CA007.1.a	13	46	CA007	1	a	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA007.1.a
US003.28.j	13	48	US003	28	j	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.28.j
RU005.6.b	13	49	RU005	6	b	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.6.b
GR002.17.c	13	50	GR002	17	c	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.17.c
RO002.22.i	14	1	RO002	22	i	flood	nat	NA	NA	5	29	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.22.i
CA007.2.e	14	2	CA007	2	e	flood	inv	NA	NA	7	14	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA007.2.e
GR002.25.b	14	3	GR002	25	b	flood	nat	NA	NA	6	15	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.25.b
UA005.18.g	14	5	UA005	18	g	flood	nat	NA	NA	6	25	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.18.g
CA001.7.c	14	6	CA001	7	c	flood	inv	NA	NA	5	16	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.7.c
RO003.15.i	14	8	RO003	15	i	flood	nat	NA	NA	6	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.15.i
RO004.12.h	14	9	RO004	12	h	flood	nat	NA	NA	7	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.12.h
HU001.13.a	14	10	HU001	13	a	flood	nat	NA	NA	9	21	14	FLOAT-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.13.a
US022.17.b	14	11	US022	17	b	flood	inv	NA	NA	5	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.17.b
UA004.5.b	14	13	UA004	5	b	flood	nat	NA	NA	5	21	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.5.b
RU001.9.e	14	15	RU001	9	e	flood	nat	NA	NA	8	13	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.9.e
UA002.13.d	14	18	UA002	13	d	flood	nat	NA	NA	7	19	17	FLOAT-17	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.13.d
CA008.6.b	14	21	CA008	6	b	flood	inv	NA	NA	5	21	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.6.b
GR003.17.f	14	24	GR003	17	f	flood	nat	NA	NA	7	17	12	FF-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.17.f
TR005.9.e	14	25	TR005	9	e	flood	nat	NA	NA	8	15	13	FF-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.9.e
BG001.16.d	14	26	BG001	16	d	flood	nat	NA	NA	6	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.16.d
UA003.11A.c	14	27	UA003	11A	c	flood	nat	NA	NA	6	19	15	FLOAT-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.11A.c
US015.2.c	14	29	US015	2	c	flood	inv	NA	NA	7	14	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.2.c
US026.23.a	14	30	US026	23	a	flood	inv	NA	NA	6	NA	NA	F2-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US026.23.a
US003.27.d	14	31	US003	27	d	flood	inv	NA	NA	6	13	13	FLOAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.27.d
RU008.17.a	14	33	RU008	17	a	flood	nat	NA	NA	8	15	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.17.a
US001.23.g	14	34	US001	23	g	flood	inv	NA	NA	5	14	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.23.g
GR001.26.f	14	35	GR001	26	f	flood	nat	NA	NA	8	14	12	FF-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.26.f
RU002.5.d	14	37	RU002	5	d	flood	nat	NA	NA	8	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.5.d
US012.31.a	14	38	US012	31	a	flood	inv	NA	NA	7	16	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.31.a
TR001.1.c	14	39	TR001	1	c	flood	nat	NA	NA	5	20	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.1.c
RU003.3.e	14	40	RU003	3	e	flood	nat	NA	NA	6	20	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.3.e
US021.3.d	14	41	US021	3	d	flood	inv	NA	NA	6	17	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.3.d
UA006.10.a	14	42	UA006	10	a	flood	nat	NA	NA	7	16	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA006.10.a
UA008.13.d	14	43	UA008	13	d	flood	nat	NA	NA	5	21	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.13.d
US002.24.f	14	45	US002	24	f	flood	inv	NA	NA	6	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.24.f
RO001.13.f	14	47	RO001	13	f	flood	nat	NA	NA	5	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.13.f
UA001.11.d	14	48	UA001	11	d	flood	nat	NA	NA	6	20	19	FLOAT-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.11.d
RO005.17.b	14	50	RO005	17	b	flood	nat	NA	NA	6	12	NA	All leaves breaking	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.17.b
GR001.28.h	16	3	GR001	28	h	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.28.h
RO004.13.b	16	4	RO004	13	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.13.b
TR003.24.b	16	5	TR003	24	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.24.b
RO001.6.j	16	6	RO001	6	j	cut	nat	NA	NA	NA	NA	NA		53	NA	NA	NA	NA	53	1	9	NA	69	1	39.5		NA			RO001.6.j
BG001.25.h	16	8	BG001	25	h	cut	nat	NA	NA	NA	NA	NA		38	NA	NA	NA	NA	38	1	6.5	NA	69	1	31.5		NA			BG001.25.h
UA001.25.f	16	9	UA001	25	f	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.25.f
GR003.10.b	16	12	GR003	10	b	cut	nat	NA	NA	15	NA	NA		11	18	1	33.3	NA	38	1	30.4	NA	69	1	33		57	white		GR003.10.b
RO002.12.o	16	13	RO002	12	o	cut	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.12.o
US011.8.g	16	14	US011	8	g	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US011.8.g
TR001.24.i	16	15	TR001	24	i	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.24.i
UA004.18.b	16	16	UA004	18	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.18.b
RU004.8.a	16	17	RU004	8	a	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.8.a
CA001.3.j	16	18	CA001	3	j	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.3.j
RU003.3.b	16	19	RU003	3	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.3.b
US003.19.e	16	22	US003	19	e	cut	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.19.e
TR005.18.a	16	25	TR005	18	a	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.18.a
UA006.22.b	16	28	UA006	22	b	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA006.22.b
US021.8.d	16	30	US021	8	d	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.8.d
US001.14.a	16	32	US001	14	a	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.14.a
CA008.2.d	16	33	CA008	2	d	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.2.d
RO003.9.f	16	34	RO003	9	f	cut	nat	NA	NA	NA	NA	NA		53	NA	NA	NA	NA	53	4.3	NA	NA	69	1	32		NA			RO003.9.f
RU001.10.e	16	36	RU001	10	e	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.10.e
US002.17.c	16	37	US002	17	c	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.17.c
HU001.14.h	16	39	HU001	14	h	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.14.h
US020.42.b	16	40	US020	42	b	cut	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.42.b
UA005.18.e	16	41	UA005	18	e	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.18.e
RU008.18.c	16	43	RU008	18	c	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.18.c
RO005.15.c	16	44	RO005	15	c	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.15.c
US014.16.c	16	46	US014	16	c	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.16.c
US015.3.a	16	47	US015	3	a	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.3.a
UA003.6.j	16	48	UA003	6	j	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.6.j
TR004.18.g	16	49	TR004	18	g	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.18.g
US023.34.a	16	50	US023	34	a	cut	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US023.34.a
US022.41.b	17	2	US022	41	b	drought	inv	1	3	NA	8	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.41.b
RO005.17.a	17	3	RO005	17	a	drought	nat	5	8	NA	17	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.17.a
GR003.17.g	17	5	GR003	17	g	drought	nat	3	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.17.g
RO004.3.b	17	6	RO004	3	b	drought	nat	2	4	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.3.b
RU005.3.b	17	8	RU005	3	b	drought	nat	1	3	NA	6	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.3.b
US020.12.c	17	10	US020	12	c	drought	inv	3	4	NA	14	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.12.c
UA006.24.a	17	11	UA006	24	a	drought	nat	3	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA006.24.a
TR003.15.f	17	13	TR003	15	f	drought	nat	5	8	NA	15	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.15.f
RO003.21.c	17	14	RO003	21	c	drought	nat	4	6	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.21.c
UA002.14.b	17	15	UA002	14	b	drought	nat	1	3	NA	8	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.14.b
CA008.4.d	17	16	CA008	4	d	drought	inv	3	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.4.d
CA001.7.j	17	17	CA001	7	j	drought	inv	2	5	NA	11	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.7.j
RO001.21.b	17	20	RO001	21	b	drought	nat	5	8	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.21.b
UA001.11.b	17	22	UA001	11	b	drought	nat	5	6	NA	13	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.11.b
US015.15.h	17	24	US015	15	h	drought	inv	3	5	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.15.h
US003.6.d	17	25	US003	6	d	drought	inv	5	7	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.6.d
US014.17.i	17	27	US014	17	i	drought	inv	5	9	NA	14	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.17.i
HU001.14.m	17	28	HU001	14	m	drought	nat	3	6	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.14.m
US002.22.j	17	29	US002	22	j	drought	inv	1	3	NA	12	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.22.j
US026.24.h	17	31	US026	24	h	drought	inv	7	10	NA	16	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US026.24.h
