Rack	Pos	PopID	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Yellow	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	FlrDate	FlrColor	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCount2.sq	LfLgth2.log	LfWdth2.log	LfCountH.sq	LfLgthH.log	LfWdthH.log	CrownH.log	ShootH.log	RootH.log
RO001.21.g	36	17	RO001	21	g	nat	nut def	RO001.21.g	77	15	21.4	4.6	n	77	5.7	1.662	2.724	12	21.8	4.8	y	NA	8	18	5.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.89037175789616	1.70474809223843	3.46410161513775	3.08190996979504	1.56861591791385	3.87298334620742	3.06339092202781	1.52605630349505	1.7404661748405	0.508021696433256	1.00210138828727
US026.15.a	36	19	US026	15	a	inv	nut def	US026.15.a	77	20	17.4	6	n	77	5.56	1.465	8.401	14	17.4	4.3	y	NA	7	17	3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.83321334405622	1.09861228866811	3.74165738677394	2.85647020622048	1.45861502269952	4.47213595499958	2.85647020622048	1.79175946922805	1.71559810826249	0.381855242469031	2.12835074638271
RO005.15.f	36	22	RO005	15	f	nat	nut def	RO005.15.f	77	22	18.2	3.3	n	77	6.05	1.177	2.157	17	19.5	2.9	y	NA	11	16.9	3.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.82731362192903	1.25276296849537	4.12310562561766	2.9704144655697	1.06471073699243	4.69041575982343	2.90142159408275	1.19392246847243	1.80005827204275	0.16296882827814	0.768718367407019
US018.5.a	36	23	US018	5	a	inv	nut def	US018.5.a	77	21	17.7	5.2	n	77	5.68	1.741	4.071	14	19.3	4.8	y	NA	10	17	5.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.83321334405622	1.68639895357023	3.74165738677394	2.96010509591084	1.56861591791385	4.58257569495584	2.87356463957978	1.64865862558738	1.73695123273306	0.554459660786052	1.40388866952084
CA008.4.j	36	24	CA008	4	j	inv	nut def	CA008.4.j	77	16	21.5	6.1	n	77	7.33	1.64	3.11	15	21.1	5.2	y	NA	11	17.5	6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.86220088092947	1.79175946922805	3.87298334620742	3.04927304048202	1.64865862558738	4	3.06805293513362	1.80828877117927	1.99197551589856	0.494696241836107	1.13462272619114
TR004.14.j	36	25	TR004	14	j	nat	nut def	TR004.14.j	77	6	15.6	3	n	77	3.68	0.431	0.285	9	16.9	2.8	y	NA	6	14.5	2.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.44948974278318	2.67414864942653	0.916290731874155	3	2.82731362192903	1.02961941718116	2.44948974278318	2.74727091425549	1.09861228866811	1.30291275218084	-0.841647188878389	-1.25526609871349
UA003.11A.i	36	26	UA003	11A	i	nat	nut def	UA003.11A.i	77	6	18.7	4.5	n	77	2.82	0.882	1.744	8	22	4.1	y	NA	5	12	3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.23606797749979	2.484906649788	1.09861228866811	2.82842712474619	3.09104245335832	1.41098697371026	2.44948974278318	2.92852352386054	1.50407739677627	1.03673688495002	-0.125563222975346	0.556181325486788
GR003.17.c	36	27	GR003	17	c	nat	nut def	GR003.17.c	77	0	NA	NA	y	77	4.2	2.347	1.915	4	18.7	4	y	40.2	9	15.7	3.8	16	8	18	1	40.2	39	1	40.7	69	1	44.5	46		3	2.75366071235426	1.33500106673234	2	2.92852352386054	1.38629436111989	0	NA	NA	1.43508452528932	0.853137916868886	0.649717622632609
US002.22.h	36	28	US002	22	h	inv	nut def	US002.22.h	77	21	17.2	4.1	n	77	5.71	1.9	4.04	17	17.5	3.9	y	NA	14	15	4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.70805020110221	1.38629436111989	4.12310562561766	2.86220088092947	1.3609765531356	4.58257569495584	2.84490938381941	1.41098697371026	1.74221902366792	0.641853886172395	1.39624469197306
RO004.12.i	36	30	RO004	12	i	nat	nut def	RO004.12.i	77	16	18.3	4.1	n	77	7.23	1.417	2.95	16	20.1	3.4	y	NA	13	16	3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.77258872223978	1.09861228866811	4	3.00071981506503	1.22377543162212	4	2.90690105984738	1.41098697371026	1.97823903617067	0.348541960708543	1.08180517035173
US015.17.f	36	31	US015	17	f	inv	nut def	US015.17.f	77	18	13.7	5.6	n	77	5.2	1.513	2.754	15	14.1	4.5	y	NA	11	14.7	5.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.68784749378469	1.70474809223843	3.87298334620742	2.64617479738412	1.50407739677627	4.24264068711928	2.61739583283408	1.7227665977411	1.64865862558738	0.414094434806219	1.01305440030646
US001.22.b	36	32	US001	22	b	inv	nut def	US001.22.b	77	12	21.2	6.4	n	77	5.21	1.913	3.759	14	20.6	5.2	y	NA	10	16	5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.77258872223978	1.6094379124341	3.74165738677394	3.02529107579554	1.64865862558738	3.46410161513775	3.05400118167797	1.85629799036563	1.65057985576528	0.648672690458116	1.32415296458204
UA005.7.i	36	34	UA005	7	i	nat	nut def	UA005.7.i	77	15	18.4	5.9	n	77	6.05	1.371	3.33	13	18.3	4.6	y	NA	11	18	5.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.89037175789616	1.70474809223843	3.60555127546399	2.90690105984738	1.52605630349505	3.87298334620742	2.91235066461494	1.77495235091167	1.80005827204275	0.315540400580177	1.20297230399235
GR001.6.d	36	35	GR001	6	d	nat	nut def	GR001.6.d	77	12	18.9	5.5	n	77	5.81	1.735	8.152	10	20	5.1	y	NA	9	19	6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.94443897916644	1.79175946922805	3.16227766016838	2.99573227355399	1.62924053973028	3.46410161513775	2.9391619220656	1.70474809223843	1.75958057086382	0.551007413398823	2.09826329592042
RU001.7.g	36	37	RU001	7	g	nat	nut def	RU001.7.g	77	14	14.5	4	n	77	5.34	1.038	3.076	16	14.4	6.6	y	NA	12	11.6	4	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.45100509811232	1.38629436111989	4	2.66722820658195	1.88706964903238	3.74165738677394	2.67414864942653	1.38629436111989	1.6752256529721	0.0372957847436969	1.1236300516434
UA007.19.d	36	39	UA007	19	d	nat	nut def	UA007.19.d	77	18	14.9	4.1	n	77	3.7	0.863	1.589	12	15.2	5.9	y	NA	6	10	2.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.44948974278318	2.30258509299405	0.916290731874155	3.46410161513775	2.72129542785223	1.77495235091167	4.24264068711928	2.70136121295141	1.41098697371026	1.30833281965018	-0.147340587898709	0.463104887554579
UA006.24.b	36	40	UA006	24	b	nat	nut def	UA006.24.b	77	10	15.2	3.6	n	77	6.25	1.267	3.431	11	20.4	4.1	y	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	3.3166247903554	3.01553490085017	1.41098697371026	3.16227766016838	2.72129542785223	1.28093384546206	1.83258146374831	0.236651901339002	1.23285176387631
RU004.6.d	36	41	RU004	6	d	nat	nut def	RU004.6.d	77	13	17.8	3	n	77	4.12	0.77	2.851	11	18.5	4.1	y	NA	11	15.6	4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.74727091425549	1.38629436111989	3.3166247903554	2.91777073208428	1.41098697371026	3.60555127546399	2.87919845729804	1.09861228866811	1.41585316336144	-0.261364764134408	1.04766980993053
RO003.11.c	36	42	RO003	11	c	nat	nut def	RO003.11.c	77	16	9.9	3.4	n	77	4.9	0.773	1.256	12	13.3	2.9	y	NA	10	13	3.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.56494935746154	1.25276296849537	3.46410161513775	2.58776403522771	1.06471073699243	4	2.29253475714054	1.22377543162212	1.58923520511658	-0.257476230394715	0.227932068046007
TR001.10.d	36	43	TR001	10	d	nat	nut def	TR001.10.d	77	14	21	4.3	n	77	5.87	1.288	3.133	13	22.1	4.1	y	NA	11	18.4	5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.91235066461494	1.6094379124341	3.60555127546399	3.09557760852371	1.41098697371026	3.74165738677394	3.04452243772342	1.45861502269952	1.76985463384001	0.253090627682162	1.14199101197005
US022.17.c	36	44	US022	17	c	inv	nut def	US022.17.c	77	14	15.1	3.1	n	77	5.63	1.263	3.136	16	19.5	4.3	y	NA	14	18.4	4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.91235066461494	1.38629436111989	4	2.9704144655697	1.45861502269952	3.74165738677394	2.71469474382088	1.1314021114911	1.7281094421516	0.233489843368354	1.14294810248816
TR003.24.e	36	45	TR003	24	e	nat	nut def	TR003.24.e	77	8	11.2	2.1	n	77	3.49	0.556	0.636	11	12.8	2.6	y	NA	10	12.1	3.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.4932054526027	1.25276296849537	3.3166247903554	2.54944517092557	0.955511445027436	2.82842712474619	2.41591377830105	0.741937344729377	1.24990173621434	-0.586986984731555	-0.452556715642015
RU005.7.f	36	46	RU005	7	f	nat	nut def	RU005.7.f	77	13	12.5	2.9	n	77	4.05	0.701	1.893	NA	NA	NA	NA	NA	8	14.8	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82842712474619	2.69462718077007	1.25276296849537	NA	NA	NA	3.60555127546399	2.52572864430826	1.06471073699243	1.39871688111845	-0.355247391947547	0.638162872227186
RU003.4.a	47	1	RU003	4	a	nat	nut def	RU003.4.a	80	25	16.6	3.6	n	80	5.76	1.349	2.244	21	16.2	3.1	y	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	4.58257569495584	2.78501124223834	1.1314021114911	5	2.8094026953625	1.28093384546206	1.7509374747078	0.299363577225619	0.80825998766045
UA001.22.d	47	4	UA001	22	d	nat	nut def	UA001.22.d	80	16	15.5	3.7	n	80	8	0.986	2.17	15	16.5	4.8	y	NA	9	12.2	2.6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.50143595173921	0.955511445027436	3.87298334620742	2.80336038090653	1.56861591791385	4	2.7408400239252	1.30833281965018	2.07944154167984	-0.0140989243795016	0.774727167552368
RO002.15.a	47	5	RO002	15	a	nat	nut def	RO002.15.a	80	14	16.6	3.4	n	80	4.89	1.266	2.144	15	19	3.2	y	NA	11	13.2	3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.58021682959233	1.09861228866811	3.87298334620742	2.94443897916644	1.16315080980568	3.74165738677394	2.8094026953625	1.22377543162212	1.58719230348678	0.235862323721984	0.762673243208556
US015.17.h	47	7	US015	17	h	inv	nut def	US015.17.h	80	11	18.1	4.8	n	80	4.61	1.314	1.675	10	20.7	4.3	y	NA	9	17.3	4.1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.85070650150373	1.41098697371026	3.16227766016838	3.03013370027132	1.45861502269952	3.3166247903554	2.89591193827178	1.56861591791385	1.52822785700856	0.273075920062419	0.51581316527703
UA002.15.b	47	8	UA002	15	b	nat	nut def	UA002.15.b	80	11	27.5	6.3	n	80	6.06	1.723	2.969	11	27.4	7.2	y	NA	9	24.2	4.6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	3.18635263316264	1.52605630349505	3.3166247903554	3.31054301339402	1.97408102602201	3.3166247903554	3.31418600467253	1.84054963339749	1.80170980008122	0.544066957545793	1.08822519578162
RO001.6.g	47	9	RO001	6	g	nat	nut def	RO001.6.g	80	0	NA	NA	y	80	6.75	2.769	4.088	8	18.6	4.3	y	25	12	17	4.1	14	11	18	1	25	38	1	36.3	69	1	40	57	white	3.46410161513775	2.83321334405622	1.41098697371026	2.82842712474619	2.92316158071916	1.45861502269952	0	NA	NA	1.90954250488444	1.01848624418882	1.4080558529014
RO004.20.i	47	10	RO004	20	i	nat	nut def	RO004.20.i	80	72	13.1	1.9	y	80	5.08	2.02	1.174	18	15.5	2.9	y	NA	11	11.6	2.1	15	69	NA	NA	NA	NA	NA	NA	69	1	37.5	NA		3.3166247903554	2.45100509811232	0.741937344729377	4.24264068711928	2.7408400239252	1.06471073699243	8.48528137423857	2.57261223020711	0.641853886172395	1.62531126159039	0.703097511413113	0.160416721405905
CA008.5.f	47	12	CA008	5	f	inv	nut def	CA008.5.f	80	9	14.2	3.1	n	80	5.8	1.168	1.875	10	20.1	2.8	y	NA	13	15.7	4.2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.75366071235426	1.43508452528932	3.16227766016838	3.00071981506503	1.02961941718116	3	2.65324196460721	1.1314021114911	1.75785791755237	0.155292884406035	0.628608659422374
TR003.6.b	47	13	TR003	6	b	nat	nut def	TR003.6.b	80	7	16.2	3.1	n	80	3.16	0.677	0.405	10	21.4	4.1	y	NA	8	14.1	1.8	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.64617479738412	0.587786664902119	3.16227766016838	3.06339092202781	1.41098697371026	2.64575131106459	2.78501124223834	1.1314021114911	1.15057202759882	-0.390084006069862	-0.903868211875598
CA001.3.f	47	14	CA001	3	f	inv	nut def	CA001.3.f	80	12	20.1	5.2	n	80	4.82	1.371	2.715	10	19.8	6.1	y	NA	10	17.1	4.8	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.83907846350861	1.56861591791385	3.16227766016838	2.98568193770049	1.80828877117927	3.46410161513775	3.00071981506503	1.64865862558738	1.57277392806251	0.315540400580177	0.998791953385899
UA003.11A.d	47	16	UA003	11A	d	nat	nut def	UA003.11A.d	80	9	24.1	6.3	n	80	5.68	2.039	4.69	11	28	5.1	y	NA	12	20	4.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.99573227355399	1.50407739677627	3.3166247903554	3.3322045101752	1.62924053973028	3	3.18221184049661	1.84054963339749	1.73695123273306	0.712459491592318	1.54543258245819
US021.10.a	47	17	US021	10	a	inv	nut def	US021.10.a	80	13	14.2	3.2	n	80	4.5	1.301	2.391	13	19.3	3.9	y	NA	8	17	4.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.83321334405622	1.41098697371026	3.60555127546399	2.96010509591084	1.3609765531356	3.60555127546399	2.65324196460721	1.16315080980568	1.50407739677627	0.263133199530368	0.871711688476188
RU005.7.d	47	18	RU005	7	d	nat	nut def	RU005.7.d	80	16	21	4.7	n	80	4.75	1.798	2.504	16	20.5	4.5	y	NA	12	16.3	3.2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.79116510781272	1.16315080980568	4	3.02042488614436	1.50407739677627	4	3.04452243772342	1.54756250871601	1.55814461804655	0.586674936049429	0.917889453237852
TR001.1.g	47	20	TR001	1	g	nat	nut def	TR001.1.g	80	16	16.5	2.5	n	80	7.74	1.639	2.501	24	20.6	3.8	y	NA	25	16.4	4.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		5	2.79728133483015	1.43508452528932	4.89897948556636	3.02529107579554	1.33500106673234	4	2.80336038090653	0.916290731874155	2.04640168760164	0.494086299761693	0.916690651895482
US002.1.i	47	21	US002	1	i	inv	nut def	US002.1.i	80	16	18.9	3.6	n	80	5.81	1.411	1.934	10	14.9	2.2	y	NA	10	14.9	3.1	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.70136121295141	1.1314021114911	3.16227766016838	2.70136121295141	0.78845736036427	4	2.9391619220656	1.28093384546206	1.75958057086382	0.344298672870677	0.659590397031103
US012.31.h	47	22	US012	31	h	inv	nut def	US012.31.h	80	9	14.4	2.3	n	80	4.2	0.561	0.94	11	19.1	1.8	y	NA	4	10.2	1.2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2	2.32238772029023	0.182321556793955	3.3166247903554	2.94968833505258	0.587786664902119	3	2.66722820658195	0.832909122935104	1.43508452528932	-0.578034373459441	-0.0618754037180875
US020.24.b	47	23	US020	24	b	inv	nut def	US020.24.b	80	13	18.5	4.7	n	80	6.22	1.677	5.241	16	18.5	5.4	y	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	4	2.91777073208428	1.68639895357023	3.60555127546399	2.91777073208428	1.54756250871601	1.82776990675109	0.517006482841072	1.65651231982003
RU008.18.e	47	24	RU008	18	e	nat	nut def	RU008.18.e	80	16	17.9	3.1	n	80	7.55	1.924	3.285	22	18.7	4.4	y	NA	13	13.8	4.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.62466859216316	1.50407739677627	4.69041575982343	2.92852352386054	1.48160454092422	4	2.88480071284671	1.1314021114911	2.02154756326093	0.654406352243515	1.18936665193657
US022.23.j	47	25	US022	23	j	inv	nut def	US022.23.j	80	13	15.8	3.4	n	80	4.34	0.924	1.397	11	18	3.6	y	NA	8	13	1.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.56494935746154	0.405465108108164	3.3166247903554	2.89037175789616	1.28093384546206	3.60555127546399	2.76000994003292	1.22377543162212	1.46787434811231	-0.0790432073404529	0.334327080274825
TR005.9.a	47	26	TR005	9	a	nat	nut def	TR005.9.a	80	3	17.4	3.7	n	80	4.38	0.449	0.54	7	20	4.8	y	NA	9	12.3	2.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.50959926237837	0.916290731874155	2.64575131106459	2.99573227355399	1.56861591791385	1.73205080756888	2.85647020622048	1.30833281965018	1.47704872438835	-0.800732391239883	-0.616186139423817
UA004.5.i	47	28	UA004	5	i	nat	nut def	UA004.5.i	80	13	16.9	3.4	n	80	5.38	1.462	1.918	14	19.8	3.1	y	NA	14	16.2	3.6	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.78501124223834	1.28093384546206	3.74165738677394	2.98568193770049	1.1314021114911	3.60555127546399	2.82731362192903	1.22377543162212	1.68268837417369	0.379805361327587	0.651282976461246
GR001.28.i	47	32	GR001	28	i	nat	nut def	GR001.28.i	80	15	19.7	4.2	n	80	5.74	1.169	3.701	11	19.4	5.2	y	NA	8	16.2	3.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.78501124223834	1.30833281965018	3.3166247903554	2.96527306606928	1.64865862558738	3.87298334620742	2.98061863574394	1.43508452528932	1.74745921033147	0.156148682489931	1.30860305340402
RU004.10.b	47	33	RU004	10	b	nat	nut def	RU004.10.b	80	17	22.4	6.4	n	80	5.92	1.578	2.35	12	22.5	5.6	y	NA	9	17.8	3.9	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.87919845729804	1.3609765531356	3.46410161513775	3.11351530921037	1.7227665977411	4.12310562561766	3.10906095886099	1.85629799036563	1.77833644889591	0.456158222423683	0.854415328156068
GR003.9.f	47	35	GR003	9	f	nat	nut def	GR003.9.f	80	17	23.6	3.7	n	80	7.56	1.588	3.307	15	22.1	5.1	y	NA	12	19.4	4.6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.96527306606928	1.52605630349505	3.87298334620742	3.09557760852371	1.62924053973028	4.12310562561766	3.16124671203156	1.30833281965018	2.02287119019144	0.462475362824944	1.19604143399966
GR002.17.a	47	37	GR002	17	a	nat	nut def	GR002.17.a	80	14	23.1	4.1	n	80	6.17	1.222	2.505	14	23.7	4.8	y	NA	9	21.2	2.3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	3.05400118167797	0.832909122935104	3.74165738677394	3.16547504814109	1.56861591791385	3.74165738677394	3.13983261752775	1.41098697371026	1.8196988379173	0.200488860749404	0.918288734536828
UA005.18.j	47	38	UA005	18	j	nat	nut def	UA005.18.j	80	14	20.5	4.6	n	80	5.39	1.467	5.486	12	20.5	5.2	y	NA	12	17.8	3.8	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.87919845729804	1.33500106673234	3.46410161513775	3.02042488614436	1.64865862558738	3.74165738677394	3.02042488614436	1.52605630349505	1.68454538492091	0.383219499160845	1.70219939251541
BG001.22.j	47	40	BG001	22	j	nat	nut def	BG001.22.j	80	22	16.5	3	n	80	6.36	1.177	2.17	20	16.3	3	y	NA	14	10.7	2.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.37024374146786	0.78845736036427	4.47213595499958	2.79116510781272	1.09861228866811	4.69041575982343	2.80336038090653	1.09861228866811	1.85002837735203	0.16296882827814	0.774727167552368
HU001.5.k	47	41	HU001	5	k	nat	nut def	HU001.5.k	80	16	17	4.8	n	80	5.39	3	2.403	15	16.6	5.7	y	NA	10	16.1	3.6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.77881927199042	1.28093384546206	3.87298334620742	2.8094026953625	1.7404661748405	4	2.83321334405622	1.56861591791385	1.68454538492091	1.09861228866811	0.876717956754332
RO005.23.i	47	43	RO005	23	i	nat	nut def	RO005.23.i	80	16	19	4.7	n	80	6.36	1.661	2.008	11	22	5.7	y	NA	10	18.5	4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.91777073208428	1.38629436111989	3.3166247903554	3.09104245335832	1.7404661748405	4	2.94443897916644	1.54756250871601	1.85002837735203	0.507419830631158	0.697139201829483
US001.23.j	47	44	US001	23	j	inv	nut def	US001.23.j	80	15	18.4	5.6	n	80	7.18	1.6	2.536	13	23	5.6	y	NA	14	17.3	3.2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.85070650150373	1.16315080980568	3.60555127546399	3.13549421592915	1.7227665977411	3.87298334620742	2.91235066461494	1.7227665977411	1.97129938306013	0.470003629245736	0.930588036574979
RU001.6.d	47	45	RU001	6	d	nat	nut def	RU001.6.d	80	15	14.2	3.6	n	80	4.63	1.04	2.45	14	15.7	3.9	y	NA	11	12.7	2.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.54160199346455	0.8754687373539	3.74165738677394	2.75366071235426	1.3609765531356	3.87298334620742	2.65324196460721	1.28093384546206	1.53255686809814	0.0392207131532813	0.896088024556636
RO003.4.e	47	46	RO003	4	e	nat	nut def	RO003.4.e	80	11	17.2	4.1	n	80	6	1.075	2.281	13	18.6	3.9	y	NA	10	13.2	2.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.58021682959233	0.8754687373539	3.60555127546399	2.92316158071916	1.3609765531356	3.3166247903554	2.84490938381941	1.41098697371026	1.79175946922805	0.0723206615796261	0.824613943302251
TR004.14.f	47	47	TR004	14	f	nat	nut def	TR004.14.f	80	5	13	2.2	n	80	4.2	0.591	0.596	9	20.6	4.2	y	NA	11	15.2	2.8	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.72129542785223	1.02961941718116	3	3.02529107579554	1.43508452528932	2.23606797749979	2.56494935746154	0.78845736036427	1.43508452528932	-0.525939261576039	-0.517514611916787
US003.19.b	47	48	US003	19	b	inv	nut def	US003.19.b	80	14	16.1	4.1	n	80	5.48	1.805	2.28	13	19.7	4.9	y	NA	14	17.3	3.7	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.74165738677394	2.85070650150373	1.30833281965018	3.60555127546399	2.98061863574394	1.58923520511658	3.74165738677394	2.77881927199042	1.41098697371026	1.70110510095992	0.590560591784844	0.824175442966349
RU002.6.a	47	49	RU002	6	a	nat	nut def	RU002.6.a	80	21	16.1	3.5	n	80	5.87	1.424	2.862	21	18.8	5	y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	4.58257569495584	2.9338568698359	1.6094379124341	4.58257569495584	2.77881927199042	1.25276296849537	1.76985463384001	0.353469812989784	1.05152068113426
US026.24.i	47	50	US026	24	i	inv	nut def	US026.24.i	80	12	15	4	n	80	4.14	0.726	1.892	9	15.1	3.6	y	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	3	2.71469474382088	1.28093384546206	3.46410161513775	2.70805020110221	1.38629436111989	1.42069578783722	-0.320205264157341	0.637634470629686
RO003.4.c	49	1	RO003	4	c	nat	nut def	RO003.4.c	75	15	17.9	4.1	n	77	5.51	1.982	7.044	17	20.6	4.6	y	NA	12	16.1	2.9	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.77881927199042	1.06471073699243	4.12310562561766	3.02529107579554	1.52605630349505	3.87298334620742	2.88480071284671	1.41098697371026	1.70656462316482	0.684106435907796	1.95217619063396
RU008.21.h	49	2	RU008	21	h	nat	nut def	RU008.21.h	75	13	18.3	3.8	n	77	5.46	1.677	3.843	17	23.8	4.4	y	NA	12	20	3.8	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.99573227355399	1.33500106673234	4.12310562561766	3.16968558067743	1.48160454092422	3.60555127546399	2.90690105984738	1.33500106673234	1.69744878975681	0.517006482841072	1.34625331158271
UA003.9A.g	49	5	UA003	9A	g	nat	nut def	UA003.9A.g	75	11	22.8	7.4	n	77	4.45	1.397	3.298	12	22.4	7.2	y	NA	9	16.6	4.2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.8094026953625	1.43508452528932	3.46410161513775	3.10906095886099	1.97408102602201	3.3166247903554	3.1267605359604	2.00148000021012	1.49290409617815	0.334327080274825	1.19331622413741
TR001.10.a	49	6	TR001	10	a	nat	nut def	TR001.10.a	75	8	21.3	5.2	n	77	5.92	1.397	2.875	11	22.9	5.7	y	NA	10	17.8	4.6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.87919845729804	1.52605630349505	3.3166247903554	3.13113691056019	1.7404661748405	2.82842712474619	3.05870707271538	1.64865862558738	1.77833644889591	0.334327080274825	1.05605267424931
HU001.28.i	49	7	HU001	28	i	nat	nut def	HU001.28.i	75	14	21.9	6.4	n	77	6.53	2.481	4.574	15	20.5	5.9	y	NA	12	18.5	4.6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.91777073208428	1.52605630349505	3.87298334620742	3.02042488614436	1.77495235091167	3.74165738677394	3.08648663682246	1.85629799036563	1.87640694328834	0.908661704709664	1.52038809560059
