Rack	Pos	PopID	Mom	Indiv	Origin	LfCount1	LfLgth1	LfWdth1	ID	LfLgth1.log	LfWdth1.log	LfCount1.sq
US002.5.g	22	5	US002	5	g	inv	13	15.6	4.2	US002.5.g	2.74727091425549	1.43508452528932	3.60555127546399
US003.20.h	22	6	US003	20	h	inv	9	15.1	2.5	US003.20.h	2.71469474382088	0.916290731874155	3
US021.5.c	22	10	US021	5	c	inv	NA	NA	NA	US021.5.c	NA	NA	NA
CA008.5.b	22	11	CA008	5	b	inv	11	11.5	2.5	CA008.5.b	2.4423470353692	0.916290731874155	3.3166247903554
GR003.12.f	22	12	GR003	12	f	nat	7	14.1	3.6	GR003.12.f	2.64617479738412	1.28093384546206	2.64575131106459
TR003.14.i	22	13	TR003	14	i	nat	4	5.6	1.2	TR003.14.i	1.7227665977411	0.182321556793955	2
US018.5.d	22	14	US018	5	d	inv	7	14.2	2.9	US018.5.d	2.65324196460721	1.06471073699243	2.64575131106459
RU005.7.a	22	16	RU005	7	a	nat	13	10.2	2.3	RU005.7.a	2.32238772029023	0.832909122935104	3.60555127546399
CA001.6.d	22	17	CA001	6	d	inv	10	15.5	5.7	CA001.6.d	2.7408400239252	1.7404661748405	3.16227766016838
US011.8.j	22	20	US011	8	j	inv	12	11.1	4.1	US011.8.j	2.40694510831829	1.41098697371026	3.46410161513775
UA001.22.f	22	22	UA001	22	f	nat	7	15.8	1.8	UA001.22.f	2.76000994003292	0.587786664902119	2.64575131106459
TR001.24.e	22	23	TR001	24	e	nat	9	17	3.7	TR001.24.e	2.83321334405622	1.30833281965018	3
GR002.2.e	22	24	GR002	2	e	nat	12	14.1	2.2	GR002.2.e	2.64617479738412	0.78845736036427	3.46410161513775
RU008.17.e	22	25	RU008	17	e	nat	11	14.1	3.1	RU008.17.e	2.64617479738412	1.1314021114911	3.3166247903554
US023.34.g	22	27	US023	34	g	inv	11	14.2	3.2	US023.34.g	2.65324196460721	1.16315080980568	3.3166247903554
RU001.2.h	22	28	RU001	2	h	nat	14	16.1	3.3	RU001.2.h	2.77881927199042	1.19392246847243	3.74165738677394
US014.16.d	22	30	US014	16	d	inv	10	16	2.5	US014.16.d	2.77258872223978	0.916290731874155	3.16227766016838
UA004.7.d	22	32	UA004	7	d	nat	15	11.7	2.8	UA004.7.d	2.45958884180371	1.02961941718116	3.87298334620742
HU001.13.g	22	33	HU001	13	g	nat	6	15	1.7	HU001.13.g	2.70805020110221	0.53062825106217	2.44948974278318
RO004.20.b	22	35	RO004	20	b	nat	11	14.1	3	RO004.20.b	2.64617479738412	1.09861228866811	3.3166247903554
UA006.10.g	22	36	UA006	10	g	nat	5	15.1	1.9	UA006.10.g	2.71469474382088	0.641853886172395	2.23606797749979
US015.15.i	22	38	US015	15	i	inv	8	11.8	2.3	US015.15.i	2.46809953147162	0.832909122935104	2.82842712474619
RO001.12.b	22	43	RO001	12	b	nat	11	15.6	2.9	RO001.12.b	2.74727091425549	1.06471073699243	3.3166247903554
RU003.4.a	22	44	RU003	4	a	nat	10	12.8	1.5	RU003.4.a	2.54944517092557	0.405465108108164	3.16227766016838
RO003.15.h	22	45	RO003	15	h	nat	12	11.1	2.6	RO003.15.h	2.40694510831829	0.955511445027436	3.46410161513775
US001.23.i	22	46	US001	23	i	inv	13	13.1	3.2	US001.23.i	2.57261223020711	1.16315080980568	3.60555127546399
RO002.18.b	22	47	RO002	18	b	nat	8	12.3	3	RO002.18.b	2.50959926237837	1.09861228866811	2.82842712474619
UA005.15.b	22	48	UA005	15	b	nat	9	11.5	2.9	UA005.15.b	2.4423470353692	1.06471073699243	3
GR001.26.j	22	49	GR001	26	j	nat	7	13.8	4	GR001.26.j	2.62466859216316	1.38629436111989	2.64575131106459
BG001.25.j	22	50	BG001	25	j	nat	13	12.1	3.2	BG001.25.j	2.4932054526027	1.16315080980568	3.60555127546399
RO005.15.d	23	2	RO005	15	d	nat	10	14.6	2.7	RO005.15.d	2.68102152871429	0.993251773010283	3.16227766016838
TR004.8.a	23	3	TR004	8	a	nat	10	13.4	1.9	TR004.8.a	2.59525470695687	0.641853886172395	3.16227766016838
RO004.3.d	23	4	RO004	3	d	nat	13	14	2.6	RO004.3.d	2.63905732961526	0.955511445027436	3.60555127546399
CA008.6.d	23	6	CA008	6	d	inv	8	13	4	CA008.6.d	2.56494935746154	1.38629436111989	2.82842712474619
RO003.15.a	23	8	RO003	15	a	nat	10	12.8	2.7	RO003.15.a	2.54944517092557	0.993251773010283	3.16227766016838
US002.1.g	23	9	US002	1	g	inv	13	16.7	2.5	US002.1.g	2.81540871942271	0.916290731874155	3.60555127546399
US003.28.e	23	10	US003	28	e	inv	14	16.3	3.3	US003.28.e	2.79116510781272	1.19392246847243	3.74165738677394
GR003.3.h	23	11	GR003	3	h	nat	13	13.4	2.9	GR003.3.h	2.59525470695687	1.06471073699243	3.60555127546399
UA003.7A.a	23	12	UA003	7A	a	nat	15	17.3	4.7	UA003.7A.a	2.85070650150373	1.54756250871601	3.87298334620742
GR001.14.d	23	15	GR001	14	d	nat	10	14.5	4.4	GR001.14.d	2.67414864942653	1.48160454092422	3.16227766016838
US026.24.e	23	16	US026	24	e	inv	6	10.1	1.4	US026.24.e	2.31253542384721	0.336472236621213	2.44948974278318
RU008.21.b	23	19	RU008	21	b	nat	19	17.2	4.7	RU008.21.b	2.84490938381941	1.54756250871601	4.35889894354067
UA005.7.g	23	20	UA005	7	g	nat	11	15.7	4.6	UA005.7.g	2.75366071235426	1.52605630349505	3.3166247903554
US015.17.j	23	25	US015	17	j	inv	9	14.6	3.8	US015.17.j	2.68102152871429	1.33500106673234	3
BG001.16.e	23	26	BG001	16	e	nat	14	11.5	3.1	BG001.16.e	2.4423470353692	1.1314021114911	3.74165738677394
TR001.1.a	23	29	TR001	1	a	nat	12	15	3.5	TR001.1.a	2.70805020110221	1.25276296849537	3.46410161513775
UA004.18.e	23	31	UA004	18	e	nat	12	10.2	3.3	UA004.18.e	2.32238772029023	1.19392246847243	3.46410161513775
TR005.20.f	23	33	TR005	20	f	nat	9	12.7	2.9	TR005.20.f	2.54160199346455	1.06471073699243	3
RU001.6.a	23	34	RU001	6	a	nat	12	17.7	5.1	RU001.6.a	2.87356463957978	1.62924053973028	3.46410161513775
RO001.12.i	23	37	RO001	12	i	nat	11	12.4	2.6	RO001.12.i	2.51769647261099	0.955511445027436	3.3166247903554
RU004.8.c	23	39	RU004	8	c	nat	10	14	1.9	RU004.8.c	2.63905732961526	0.641853886172395	3.16227766016838
HU001.13.h	23	40	HU001	13	h	nat	6	14.2	1.7	HU001.13.h	2.65324196460721	0.53062825106217	2.44948974278318
US001.14.h	23	42	US001	14	h	inv	15	10.6	3.1	US001.14.h	2.36085400111802	1.1314021114911	3.87298334620742
GR002.13.g	23	44	GR002	13	g	nat	9	10.4	2.2	GR002.13.g	2.34180580614733	0.78845736036427	3
CA001.4.b	23	45	CA001	4	b	inv	9	12	3.5	CA001.4.b	2.484906649788	1.25276296849537	3
RO002.22.e	23	48	RO002	22	e	nat	9	10.3	2.3	RO002.22.e	2.33214389523559	0.832909122935104	3
US022.42.g	23	50	US022	42	g	inv	11	10.3	1.5	US022.42.g	2.33214389523559	0.405465108108164	3.3166247903554
RU001.10.f	24	3	RU001	10	f	nat	7	13.4	2	RU001.10.f	2.59525470695687	0.693147180559945	2.64575131106459
US001.3.c	24	4	US001	3	c	inv	9	11	1.3	US001.3.c	2.39789527279837	0.262364264467491	3
UA002.13.a	24	6	UA002	13	a	nat	10	17	5.6	UA002.13.a	2.83321334405622	1.7227665977411	3.16227766016838
US002.1.c	24	7	US002	1	c	inv	13	14.8	4.5	US002.1.c	2.69462718077007	1.50407739677627	3.60555127546399
CA001.6.i	24	13	CA001	6	i	inv	13	14	4	CA001.6.i	2.63905732961526	1.38629436111989	3.60555127546399
CA008.6.f	24	14	CA008	6	f	inv	6	14.1	3	CA008.6.f	2.64617479738412	1.09861228866811	2.44948974278318
US017.36.e	24	18	US017	36	e	inv	2	4.7	0.7	US017.36.e	1.54756250871601	-0.356674943938732	1.4142135623731
RO002.22.d	24	19	RO002	22	d	nat	6	9.2	1.7	RO002.22.d	2.21920348405499	0.53062825106217	2.44948974278318
UA005.18.h	24	20	UA005	18	h	nat	13	14.6	4.5	UA005.18.h	2.68102152871429	1.50407739677627	3.60555127546399
RU008.18.h	24	21	RU008	18	h	nat	11	14.5	5.4	RU008.18.h	2.67414864942653	1.68639895357023	3.3166247903554
TR004.18.d	24	24	TR004	18	d	nat	10	14.2	4.2	TR004.18.d	2.65324196460721	1.43508452528932	3.16227766016838
US021.3.a	24	25	US021	3	a	inv	12	14.4	3.8	US021.3.a	2.66722820658195	1.33500106673234	3.46410161513775
UA003.11A.b	24	26	UA003	11A	b	nat	11	14.4	3.5	UA003.11A.b	2.66722820658195	1.25276296849537	3.3166247903554
UA001.11.h	24	28	UA001	11	h	nat	10	11.6	3.5	UA001.11.h	2.45100509811232	1.25276296849537	3.16227766016838
GR002.25.d	24	29	GR002	25	d	nat	10	15.7	3.9	GR002.25.d	2.75366071235426	1.3609765531356	3.16227766016838
US014.16.j	24	31	US014	16	j	inv	11	14.5	5.2	US014.16.j	2.67414864942653	1.64865862558738	3.3166247903554
US011.8.a	24	32	US011	8	a	inv	11	13.8	4.6	US011.8.a	2.62466859216316	1.52605630349505	3.3166247903554
GR003.10.g	24	34	GR003	10	g	nat	9	17.9	4	GR003.10.g	2.88480071284671	1.38629436111989	3
US020.24.c	24	35	US020	24	c	inv	11	15.7	3.5	US020.24.c	2.75366071235426	1.25276296849537	3.3166247903554
US015.17.k	24	36	US015	17	k	inv	7	12	3.1	US015.17.k	2.484906649788	1.1314021114911	2.64575131106459
TR001.12.d	24	37	TR001	12	d	nat	9	18.5	3.3	TR001.12.d	2.91777073208428	1.19392246847243	3
US003.6.h	24	38	US003	6	h	inv	6	11.8	2.4	US003.6.h	2.46809953147162	0.8754687373539	2.44948974278318
RO005.17.i	24	40	RO005	17	i	nat	9	9.6	3.3	RO005.17.i	2.26176309847379	1.19392246847243	3
RO003.21.d	24	41	RO003	21	d	nat	10	13.2	2.7	RO003.21.d	2.58021682959233	0.993251773010283	3.16227766016838
US023.12.a	24	42	US023	12	a	inv	3	7.4	1.2	US023.12.a	2.00148000021012	0.182321556793955	1.73205080756888
BG001.16.j	24	43	BG001	16	j	nat	11	14.1	3.9	BG001.16.j	2.64617479738412	1.3609765531356	3.3166247903554
HU001.24.j	24	45	HU001	24	j	nat	11	13.3	4.1	HU001.24.j	2.58776403522771	1.41098697371026	3.3166247903554
RO004.13.m	24	46	RO004	13	m	nat	13	14.6	3.9	RO004.13.m	2.68102152871429	1.3609765531356	3.60555127546399
US022.23.d	24	48	US022	23	d	inv	9	14	4	US022.23.d	2.63905732961526	1.38629436111989	3
US026.3.b	24	49	US026	3	b	inv	12	13.8	4.3	US026.3.b	2.62466859216316	1.45861502269952	3.46410161513775
UA004.15.d	24	50	UA004	15	d	nat	12	13	4.2	UA004.15.d	2.56494935746154	1.43508452528932	3.46410161513775
RO004.13.c	25	2	RO004	13	c	nat	14	13.8	3.2	RO004.13.c	2.62466859216316	1.16315080980568	3.74165738677394
GR001.24.d	25	3	GR001	24	d	nat	11	15.9	4.2	GR001.24.d	2.76631910922619	1.43508452528932	3.3166247903554
US021.8.j	25	4	US021	8	j	inv	11	12.2	4.2	US021.8.j	2.50143595173921	1.43508452528932	3.3166247903554
TR005.20.d	25	7	TR005	20	d	nat	7	11.8	3.5	TR005.20.d	2.46809953147162	1.25276296849537	2.64575131106459
UA005.3.e	25	8	UA005	3	e	nat	8	14.3	1.8	UA005.3.e	2.66025953726586	0.587786664902119	2.82842712474619
RO002.15.h	25	9	RO002	15	h	nat	9	10.6	4.5	RO002.15.h	2.36085400111802	1.50407739677627	3
US014.17.f	25	11	US014	17	f	inv	6	10.9	1.9	US014.17.f	2.3887627892351	0.641853886172395	2.44948974278318
CA008.5.c	25	12	CA008	5	c	inv	13	11.5	3	CA008.5.c	2.4423470353692	1.09861228866811	3.60555127546399
US001.20.i	25	18	US001	20	i	inv	13	13.8	3.4	US001.20.i	2.62466859216316	1.22377543162212	3.60555127546399
US002.24.g	25	22	US002	24	g	inv	10	15.5	3.6	US002.24.g	2.7408400239252	1.28093384546206	3.16227766016838
RU008.16.a	25	23	RU008	16	a	nat	NA	NA	NA	RU008.16.a	NA	NA	NA
CA001.7.d	25	26	CA001	7	d	inv	12	14.2	4.2	CA001.7.d	2.65324196460721	1.43508452528932	3.46410161513775
US012.28.c	25	27	US012	28	c	inv	5	14.7	2.4	US012.28.c	2.68784749378469	0.8754687373539	2.23606797749979
HU001.5.d	25	28	HU001	5	d	nat	8	17.4	3.2	HU001.5.d	2.85647020622048	1.16315080980568	2.82842712474619
US003.28.a	25	29	US003	28	a	inv	12	16.5	4.4	US003.28.a	2.80336038090653	1.48160454092422	3.46410161513775
RO005.23.c	25	30	RO005	23	c	nat	12	15.7	3.2	RO005.23.c	2.75366071235426	1.16315080980568	3.46410161513775
US020.42.f	25	31	US020	42	f	inv	13	13.2	2.6	US020.42.f	2.58021682959233	0.955511445027436	3.60555127546399
RU003.1.a	25	32	RU003	1	a	nat	11	16.5	3.8	RU003.1.a	2.80336038090653	1.33500106673234	3.3166247903554
UA003.6.d	25	33	UA003	6	d	nat	11	13.5	3.7	UA003.6.d	2.60268968544438	1.30833281965018	3.3166247903554
UA001.11.c	25	36	UA001	11	c	nat	10	14.8	3.5	UA001.11.c	2.69462718077007	1.25276296849537	3.16227766016838
TR001.24.c	25	37	TR001	24	c	nat	8	16	3.8	TR001.24.c	2.77258872223978	1.33500106673234	2.82842712474619
RU004.9.a	25	38	RU004	9	a	nat	6	13.8	1.4	RU004.9.a	2.62466859216316	0.336472236621213	2.44948974278318
RO003.21.g	25	39	RO003	21	g	nat	9	15	3.2	RO003.21.g	2.70805020110221	1.16315080980568	3
GR003.17.h	25	40	GR003	17	h	nat	8	16.5	2.8	GR003.17.h	2.80336038090653	1.02961941718116	2.82842712474619
US015.15.j	25	44	US015	15	j	inv	7	13.1	2.6	US015.15.j	2.57261223020711	0.955511445027436	2.64575131106459
RO001.28.f	25	45	RO001	28	f	nat	10	12.9	2.7	RO001.28.f	2.55722731136763	0.993251773010283	3.16227766016838
US022.31.a	25	46	US022	31	a	inv	11	17.8	3.1	US022.31.a	2.87919845729804	1.1314021114911	3.3166247903554
BG001.29.e	25	47	BG001	29	e	nat	11	10.4	2.5	BG001.29.e	2.34180580614733	0.916290731874155	3.3166247903554
UA002.15.f	25	49	UA002	15	f	nat	10	13.8	3.8	UA002.15.f	2.62466859216316	1.33500106673234	3.16227766016838
UA004.15.f	25	50	UA004	15	f	nat	12	12.4	3.2	UA004.15.f	2.51769647261099	1.16315080980568	3.46410161513775
TR003.24.i	26	1	TR003	24	i	nat	7	9.4	2.4	TR003.24.i	2.24070968927596	0.8754687373539	2.64575131106459
US001.3.e	26	4	US001	3	e	inv	6	10.7	1.5	US001.3.e	2.37024374146786	0.405465108108164	2.44948974278318
US022.23.i	26	5	US022	23	i	inv	8	13.4	2.3	US022.23.i	2.59525470695687	0.832909122935104	2.82842712474619
RO003.15.g	26	7	RO003	15	g	nat	11	12.6	3.6	RO003.15.g	2.53369681395743	1.28093384546206	3.3166247903554
RU001.9.b	26	9	RU001	9	b	nat	8	10.2	3.5	RU001.9.b	2.32238772029023	1.25276296849537	2.82842712474619
RU002.1.c	26	12	RU002	1	c	nat	11	11.9	2.6	RU002.1.c	2.47653840011748	0.955511445027436	3.3166247903554
UA003.8.c	26	13	UA003	8	c	nat	11	14.9	1.4	UA003.8.c	2.70136121295141	0.336472236621213	3.3166247903554
RO002.15.d	26	14	RO002	15	d	nat	12	14.2	3.9	RO002.15.d	2.65324196460721	1.3609765531356	3.46410161513775
RU008.16.c	26	15	RU008	16	c	nat	9	13.7	3.5	RU008.16.c	2.61739583283408	1.25276296849537	3
US002.24.c	26	16	US002	24	c	inv	12	14.7	3.1	US002.24.c	2.68784749378469	1.1314021114911	3.46410161513775
RO005.14.j	26	17	RO005	14	j	nat	9	16	3.3	RO005.14.j	2.77258872223978	1.19392246847243	3
UA006.14.a	26	18	UA006	14	a	nat	11	17.7	3.4	UA006.14.a	2.87356463957978	1.22377543162212	3.3166247903554
RU005.7.e	26	19	RU005	7	e	nat	13	14.8	3.3	RU005.7.e	2.69462718077007	1.19392246847243	3.60555127546399
CA001.3.b	26	20	CA001	3	b	inv	10	16	5.4	CA001.3.b	2.77258872223978	1.68639895357023	3.16227766016838
GR001.28.f	26	21	GR001	28	f	nat	9	13.2	3.7	GR001.28.f	2.58021682959233	1.30833281965018	3
TR001.12.e	26	22	TR001	12	e	nat	12	14.3	3.4	TR001.12.e	2.66025953726586	1.22377543162212	3.46410161513775
UA005.13.b	26	23	UA005	13	b	nat	15	14.5	3.8	UA005.13.b	2.67414864942653	1.33500106673234	3.87298334620742
RO001.13.g	26	26	RO001	13	g	nat	8	14.9	3.2	RO001.13.g	2.70136121295141	1.16315080980568	2.82842712474619
GR002.8.g	26	27	GR002	8	g	nat	7	13.2	2.7	GR002.8.g	2.58021682959233	0.993251773010283	2.64575131106459
BG001.22.d	26	28	BG001	22	d	nat	11	13.2	2.8	BG001.22.d	2.58021682959233	1.02961941718116	3.3166247903554
US014.20.a	26	29	US014	20	a	inv	9	14	4.7	US014.20.a	2.63905732961526	1.54756250871601	3
UA001.11.e	26	30	UA001	11	e	nat	9	14.9	3.8	UA001.11.e	2.70136121295141	1.33500106673234	3
US023.26.a	26	32	US023	26	a	inv	9	14.4	4.6	US023.26.a	2.66722820658195	1.52605630349505	3
UA004.15.a	26	33	UA004	15	a	nat	12	13.4	4.1	UA004.15.a	2.59525470695687	1.41098697371026	3.46410161513775
TR005.20.e	26	34	TR005	20	e	nat	8	11.7	2.6	TR005.20.e	2.45958884180371	0.955511445027436	2.82842712474619
US020.27.a	26	37	US020	27	a	inv	17	13.1	3.6	US020.27.a	2.57261223020711	1.28093384546206	4.12310562561766
RO004.12.f	26	38	RO004	12	f	nat	14	14.7	1.9	RO004.12.f	2.68784749378469	0.641853886172395	3.74165738677394
RU003.1.c	26	40	RU003	1	c	nat	11	16.1	4.3	RU003.1.c	2.77881927199042	1.45861502269952	3.3166247903554
UA002.15.a	26	41	UA002	15	a	nat	9	14.7	4.5	UA002.15.a	2.68784749378469	1.50407739677627	3
UA008.13.b	26	44	UA008	13	b	nat	8	12.2	2.7	UA008.13.b	2.50143595173921	0.993251773010283	2.82842712474619
US003.19.h	26	45	US003	19	h	inv	10	10.3	2.9	US003.19.h	2.33214389523559	1.06471073699243	3.16227766016838
RU004.6.c	26	48	RU004	6	c	nat	12	10.5	2.4	RU004.6.c	2.35137525716348	0.8754687373539	3.46410161513775
HU001.5.l	26	49	HU001	5	l	nat	9	15.7	3.7	HU001.5.l	2.75366071235426	1.30833281965018	3
US002.5.f	27	1	US002	5	f	inv	14	13.4	2.1	US002.5.f	2.59525470695687	0.741937344729377	3.74165738677394
GR003.12.a	27	2	GR003	12	a	nat	8	14.7	2	GR003.12.a	2.68784749378469	0.693147180559945	2.82842712474619
BG001.17.g	27	3	BG001	17	g	nat	14	13.2	2.4	BG001.17.g	2.58021682959233	0.8754687373539	3.74165738677394
TR001.1.b	27	6	TR001	1	b	nat	10	14.6	3	TR001.1.b	2.68102152871429	1.09861228866811	3.16227766016838
US003.20.i	27	9	US003	20	i	inv	10	15	2	US003.20.i	2.70805020110221	0.693147180559945	3.16227766016838
RO004.21.j	27	10	RO004	21	j	nat	10	13.3	2.3	RO004.21.j	2.58776403522771	0.832909122935104	3.16227766016838
US015.17.b	27	11	US015	17	b	inv	10	15	3.9	US015.17.b	2.70805020110221	1.3609765531356	3.16227766016838
RO005.14.f	27	12	RO005	14	f	nat	9	17.2	3.1	RO005.14.f	2.84490938381941	1.1314021114911	3
UA005.18.i	27	13	UA005	18	i	nat	9	16.2	3.4	UA005.18.i	2.78501124223834	1.22377543162212	3
TR004.27.a	27	15	TR004	27	a	nat	5	13	3	TR004.27.a	2.56494935746154	1.09861228866811	2.23606797749979
CA001.7.e	27	16	CA001	7	e	inv	11	13.9	4	CA001.7.e	2.63188884013665	1.38629436111989	3.3166247903554
US022.17.d	27	18	US022	17	d	inv	12	13.2	2.5	US022.17.d	2.58021682959233	0.916290731874155	3.46410161513775
RU003.7.b	27	19	RU003	7	b	nat	12	15.4	3.5	RU003.7.b	2.73436750941958	1.25276296849537	3.46410161513775
CA008.4.c	27	20	CA008	4	c	inv	14	14.6	2.5	CA008.4.c	2.68102152871429	0.916290731874155	3.74165738677394
US014.22.c	27	21	US014	22	c	inv	6	15.3	3	US014.22.c	2.72785282839839	1.09861228866811	2.44948974278318
US001.3.f	27	22	US001	3	f	inv	14	15.8	4.4	US001.3.f	2.76000994003292	1.48160454092422	3.74165738677394
RU005.6.b	27	24	RU005	6	b	nat	12	12.8	2.5	RU005.6.b	2.54944517092557	0.916290731874155	3.46410161513775
RU001.7.a	27	29	RU001	7	a	nat	9	11.5	1.9	RU001.7.a	2.4423470353692	0.641853886172395	3
GR002.13.d	27	30	GR002	13	d	nat	9	13.1	3.3	GR002.13.d	2.57261223020711	1.19392246847243	3
US012.35.f	27	31	US012	35	f	inv	4	9.6	0.7	US012.35.f	2.26176309847379	-0.356674943938732	2
GR001.6.f	27	32	GR001	6	f	nat	8	15	3.5	GR001.6.f	2.70805020110221	1.25276296849537	2.82842712474619
RO003.11.b	27	34	RO003	11	b	nat	8	11.8	4.1	RO003.11.b	2.46809953147162	1.41098697371026	2.82842712474619
RU008.17.i	27	35	RU008	17	i	nat	11	13.5	2.4	RU008.17.i	2.60268968544438	0.8754687373539	3.3166247903554
UA004.27.f	27	36	UA004	27	f	nat	14	15.5	2.2	UA004.27.f	2.7408400239252	0.78845736036427	3.74165738677394
UA008.18.b	27	38	UA008	18	b	nat	8	13.1	3.7	UA008.18.b	2.57261223020711	1.30833281965018	2.82842712474619
UA003.6.g	27	43	UA003	6	g	nat	10	14.6	3.1	UA003.6.g	2.68102152871429	1.1314021114911	3.16227766016838
RO002.18.c	27	45	RO002	18	c	nat	9	11.6	1.7	RO002.18.c	2.45100509811232	0.53062825106217	3
RO001.21.h	27	46	RO001	21	h	nat	10	12.6	3.1	RO001.21.h	2.53369681395743	1.1314021114911	3.16227766016838
UA002.15.g	27	48	UA002	15	g	nat	9	14.9	3	UA002.15.g	2.70136121295141	1.09861228866811	3
UA001.18.b	27	49	UA001	18	b	nat	11	12.1	2.5	UA001.18.b	2.4932054526027	0.916290731874155	3.3166247903554
HU001.14.c	27	50	HU001	14	c	nat	13	11.5	4.2	HU001.14.c	2.4423470353692	1.43508452528932	3.60555127546399
RO004.3.g	28	2	RO004	3	g	nat	13	14	2.6	RO004.3.g	2.63905732961526	0.955511445027436	3.60555127546399
US002.22.e	28	4	US002	22	e	inv	13	17.6	4.2	US002.22.e	2.86789890204411	1.43508452528932	3.60555127546399
UA008.18.e	28	5	UA008	18	e	nat	6	12.1	2.6	UA008.18.e	2.4932054526027	0.955511445027436	2.44948974278318
CA001.7.g	28	6	CA001	7	g	inv	12	15.9	4.8	CA001.7.g	2.76631910922619	1.56861591791385	3.46410161513775
TR003.24.h	28	9	TR003	24	h	nat	4	5.7	1.2	TR003.24.h	1.7404661748405	0.182321556793955	2
UA003.11A.j	28	10	UA003	11A	j	nat	11	15.5	4.6	UA003.11A.j	2.7408400239252	1.52605630349505	3.3166247903554
HU001.28.f	28	11	HU001	28	f	nat	12	14.9	3.9	HU001.28.f	2.70136121295141	1.3609765531356	3.46410161513775
GR002.8.d	28	13	GR002	8	d	nat	9	14.5	3.7	GR002.8.d	2.67414864942653	1.30833281965018	3
UA004.5.g	28	14	UA004	5	g	nat	14	14.2	3.8	UA004.5.g	2.65324196460721	1.33500106673234	3.74165738677394
US020.24.a	28	16	US020	24	a	inv	16	14.2	4.2	US020.24.a	2.65324196460721	1.43508452528932	4
TR001.19.e	28	17	TR001	19	e	nat	8	17.6	4.1	TR001.19.e	2.86789890204411	1.41098697371026	2.82842712474619
US001.14.g	28	18	US001	14	g	inv	12	14.2	2.2	US001.14.g	2.65324196460721	0.78845736036427	3.46410161513775
RU002.6.b	28	19	RU002	6	b	nat	13	15.5	4.3	RU002.6.b	2.7408400239252	1.45861502269952	3.60555127546399
CA008.6.e	28	21	CA008	6	e	inv	12	12.3	2.2	CA008.6.e	2.50959926237837	0.78845736036427	3.46410161513775
TR004.18.h	28	22	TR004	18	h	nat	10	16.3	3.9	TR004.18.h	2.79116510781272	1.3609765531356	3.16227766016838
RO002.12.h	28	23	RO002	12	h	nat	9	14.2	4.2	RO002.12.h	2.65324196460721	1.43508452528932	3
RO003.21.h	28	24	RO003	21	h	nat	9	13.7	2.2	RO003.21.h	2.61739583283408	0.78845736036427	3
RU005.5.b	28	25	RU005	5	b	nat	18	10.2	2.8	RU005.5.b	2.32238772029023	1.02961941718116	4.24264068711928
US015.3.b	28	29	US015	3	b	inv	14	11.1	3.7	US015.3.b	2.40694510831829	1.30833281965018	3.74165738677394
GR001.26.d	28	30	GR001	26	d	nat	8	14.4	1.8	GR001.26.d	2.66722820658195	0.587786664902119	2.82842712474619
US003.20.c	28	36	US003	20	c	inv	12	15.2	3.3	US003.20.c	2.72129542785223	1.19392246847243	3.46410161513775
RU008.21.j	28	37	RU008	21	j	nat	13	12.3	2.3	RU008.21.j	2.50959926237837	0.832909122935104	3.60555127546399
RO005.23.a	28	38	RO005	23	a	nat	15	13.5	3.9	RO005.23.a	2.60268968544438	1.3609765531356	3.87298334620742
US012.31.i	28	39	US012	31	i	inv	6	8	1.7	US012.31.i	2.07944154167984	0.53062825106217	2.44948974278318
GR003.9.d	28	41	GR003	9	d	nat	11	15	3.4	GR003.9.d	2.70805020110221	1.22377543162212	3.3166247903554
RU001.7.d	28	45	RU001	7	d	nat	10	12.7	3.1	RU001.7.d	2.54160199346455	1.1314021114911	3.16227766016838
BG001.22.a	28	49	BG001	22	a	nat	12	9.1	2.9	BG001.22.a	2.2082744135228	1.06471073699243	3.46410161513775
RO001.28.h	28	50	RO001	28	h	nat	11	11.7	2.9	RO001.28.h	2.45958884180371	1.06471073699243	3.3166247903554
TR003.2.b	29	1	TR003	2	b	nat	5	10.5	2.1	TR003.2.b	2.35137525716348	0.741937344729377	2.23606797749979
TR004.18.a	29	2	TR004	18	a	nat	12	11	3	TR004.18.a	2.39789527279837	1.09861228866811	3.46410161513775
RO001.28.a	29	6	RO001	28	a	nat	11	14.1	2.1	RO001.28.a	2.64617479738412	0.741937344729377	3.3166247903554
UA002.18.c	29	8	UA002	18	c	nat	12	16.1	2.3	UA002.18.c	2.77881927199042	0.832909122935104	3.46410161513775
US014.16.i	29	10	US014	16	i	inv	15	14.8	3.9	US014.16.i	2.69462718077007	1.3609765531356	3.87298334620742
RU008.16.b	29	12	RU008	16	b	nat	15	13.8	4.9	RU008.16.b	2.62466859216316	1.58923520511658	3.87298334620742
US011.8.c	29	15	US011	8	c	inv	11	11.9	3.2	US011.8.c	2.47653840011748	1.16315080980568	3.3166247903554
US003.27.g	29	18	US003	27	g	inv	9	20.1	3.2	US003.27.g	3.00071981506503	1.16315080980568	3
CA001.4.a	29	19	CA001	4	a	inv	12	15.4	4.3	CA001.4.a	2.73436750941958	1.45861502269952	3.46410161513775
RU003.4.b	29	21	RU003	4	b	nat	13	14.1	1.9	RU003.4.b	2.64617479738412	0.641853886172395	3.60555127546399
TR001.19.h	29	22	TR001	19	h	nat	8	15.9	3.7	TR001.19.h	2.76631910922619	1.30833281965018	2.82842712474619
TR005.20.c	29	25	TR005	20	c	nat	8	8.3	1.5	TR005.20.c	2.11625551480255	0.405465108108164	2.82842712474619
