PopID	Rack	Pos	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Yellow	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	FlrDate	FlrColor	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCount2.sq	LfLgth2.log	LfWdth2.log	LfCountH.sq	LfLgthH.log	LfWdthH.log	CrownH.log	ShootH.log	RootH.log	lxwH	lxwH.log	Latitude	Longitude	bolt.bin
99	RU001	13	35	7	b	nat	nut def	RU001.7.b	78	18	18.6	3.6	n	78	5.62	1.459	2.656	15	19.4	4.6	y	NA	11	13.4	3.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.59525470695687	1.25276296849537	3.87298334620742	2.96527306606928	1.52605630349505	4.24264068711928	2.92316158071916	1.28093384546206	1.7263316639056	0.377751269540649	0.976821231614187	66.96	4.20409542618122	51.38333333	56.8	0
100	RU001	36	37	7	g	nat	nut def	RU001.7.g	77	14	14.5	4	n	77	5.34	1.038	3.076	16	14.4	6.6	y	NA	12	11.6	4	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.45100509811232	1.38629436111989	4	2.66722820658195	1.88706964903238	3.74165738677394	2.67414864942653	1.38629436111989	1.6752256529721	0.0372957847436969	1.1236300516434	58	4.06044301054642	51.38333333	56.8	0
101	RU001	20	45	6	b	nat	nut def	RU001.6.b	80	15	17.7	5.2	n	80	6.9	1.161	3.41	14	19.3	2.8	y	NA	12	15.3	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.72785282839839	1.3609765531356	3.74165738677394	2.96010509591084	1.02961941718116	3.87298334620742	2.87356463957978	1.64865862558738	1.93152141160321	0.149281702715754	1.22671229129543	92.04	4.52222326516716	51.38333333	56.8	0
102	RU001	27	29	7	a	nat	nut def	RU001.7.a	80	22	14.1	3.6	n	82	7.99	1.511	3.032	15	15	3.5	y	NA	9	11.5	1.9	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.4423470353692	0.641853886172395	3.87298334620742	2.70805020110221	1.25276296849537	4.69041575982343	2.64617479738412	1.28093384546206	2.07819075977818	0.412771683290602	1.10922246778013	50.76	3.92710864284619	51.38333333	56.8	0
103	RU001	2	38	10	a	nat	nut def	RU001.10.a	78	15	16.1	5.2	n	78	4.57	1.262	1.872	9	16.4	4.9	y	NA	9	13.5	3.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.60268968544438	1.25276296849537	3	2.79728133483015	1.58923520511658	3.87298334620742	2.77881927199042	1.64865862558738	1.51951320490611	0.232697764119021	0.6270073780554	83.72	4.4274778975778	51.38333333	56.8	0
104	RU002	47	49	6	a	nat	nut def	RU002.6.a	80	21	16.1	3.5	n	80	5.87	1.424	2.862	21	18.8	5	y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	4.58257569495584	2.9338568698359	1.6094379124341	4.58257569495584	2.77881927199042	1.25276296849537	1.76985463384001	0.353469812989784	1.05152068113426	56.35	4.03158224048579	49.1791667	53.2422611	0
105	RU002	13	16	7	b	nat	nut def	RU002.7.b	78	16	18.9	4.2	n	78	4.68	1.158	3.356	16	20.8	4.9	y	NA	9	14.7	2.6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.68784749378469	0.955511445027436	4	3.03495298670727	1.58923520511658	4	2.9391619220656	1.43508452528932	1.54329810992956	0.146694379150803	1.21074978860496	79.38	4.37424644735492	49.1791667	53.2422611	0
106	RU002	20	8	5	c	nat	nut def	RU002.5.c	80	20	15.7	2.6	n	90	5.36	1.095	2.567	18	14.5	3.9	y	NA	10	11.1	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.40694510831829	1.16315080980568	4.24264068711928	2.67414864942653	1.3609765531356	4.47213595499958	2.75366071235426	0.955511445027436	1.67896397508271	0.0907543632684641	0.942737901889003	40.82	3.7091721573817	49.1791667	53.2422611	0
107	RU002	26	12	1	c	nat	nut def	RU002.1.c	80	19	15	3.3	n	80	5.65	1.469	4.472	16	15	3.6	y	NA	11	11.9	2.6	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.47653840011748	0.955511445027436	4	2.70805020110221	1.28093384546206	4.35889894354067	2.70805020110221	1.19392246847243	1.73165554515835	0.38458189719174	1.4978357358528	49.5	3.90197266957464	49.1791667	53.2422611	0
108	RU003	47	1	4	a	nat	nut def	RU003.4.a	80	25	16.6	3.6	n	80	5.76	1.349	2.244	21	16.2	3.1	y	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	4.58257569495584	2.78501124223834	1.1314021114911	5	2.8094026953625	1.28093384546206	1.7509374747078	0.299363577225619	0.80825998766045	59.76	4.09033654082456	38.1625	54.8	0
109	RU003	20	31	7	a	nat	nut def	RU003.7.a	80	20	14.3	4.2	n	80	4.92	1.071	1.949	35	15.1	4.1	y	NA	7	12.9	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.55722731136763	1.09861228866811	5.91607978309962	2.71469474382088	1.41098697371026	4.47213595499958	2.66025953726586	1.43508452528932	1.59330853050422	0.0685927914656117	0.667316420525424	60.06	4.09534406255518	38.1625	54.8	0
110	RU003	27	19	7	b	nat	nut def	RU003.7.b	80	16	17.5	4.3	n	82	4.6	1.346	4.353	14	18.1	3.6	y	NA	12	15.4	3.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.73436750941958	1.25276296849537	3.74165738677394	2.89591193827178	1.28093384546206	4	2.86220088092947	1.45861502269952	1.52605630349505	0.297137231222536	1.47086526257016	75.25	4.32081590362899	38.1625	54.8	0
111	RU003	26	40	1	c	nat	nut def	RU003.1.c	80	15	16.8	3.2	n	80	5.72	1.408	6.234	13	18.1	4.6	y	NA	11	16.1	4.3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.77881927199042	1.45861502269952	3.60555127546399	2.89591193827178	1.52605630349505	3.87298334620742	2.82137888640921	1.16315080980568	1.74396880539171	0.342170257735851	1.83001818134515	53.76	3.98452969621489	38.1625	54.8	0
112	RU004	20	40	7	e	nat	nut def	RU004.7.e	80	19	11.5	1.8	n	80	6.03	1.106	4.303	15	15.1	3.2	y	NA	11	12	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.484906649788	0.741937344729377	3.87298334620742	2.71469474382088	1.16315080980568	4.35889894354067	2.4423470353692	0.587786664902119	1.79674701073909	0.100749903100143	1.45931245385646	20.7	3.03013370027132	60.16666667	55.01666667	0
113	RU004	36	41	6	d	nat	nut def	RU004.6.d	77	13	17.8	3	n	77	4.12	0.77	2.851	11	18.5	4.1	y	NA	11	15.6	4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.74727091425549	1.38629436111989	3.3166247903554	2.91777073208428	1.41098697371026	3.60555127546399	2.87919845729804	1.09861228866811	1.41585316336144	-0.261364764134408	1.04766980993053	53.4	3.97781074596615	60.16666667	55.01666667	0
114	RU004	26	48	8	b	nat	nut def	RU004.8.b	80	18	10.6	2.4	n	80	4.88	0.927	2.848	14	14.5	3.5	y	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	3.74165738677394	2.67414864942653	1.25276296849537	4.24264068711928	2.36085400111802	0.8754687373539	1.58514521986506	-0.0758017134162818	1.04661699354973	25.44	3.23632273847192	60.16666667	55.01666667	0
115	RU004	49	15	10	a	nat	nut def	RU004.10.a	75	18	19.8	5.1	n	77	5.48	1.397	3.326	12	19.6	4.1	y	NA	9	16.8	5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.82137888640921	1.6094379124341	3.46410161513775	2.97552956623647	1.41098697371026	4.24264068711928	2.98568193770049	1.62924053973028	1.70110510095992	0.334327080274825	1.20177038077074	100.98	4.61492247743077	60.16666667	55.01666667	0
116	RU004	47	33	10	b	nat	nut def	RU004.10.b	80	17	22.4	6.4	n	80	5.92	1.578	2.35	12	22.5	5.6	y	NA	9	17.8	3.9	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.87919845729804	1.3609765531356	3.46410161513775	3.11351530921037	1.7227665977411	4.12310562561766	3.10906095886099	1.85629799036563	1.77833644889591	0.456158222423683	0.854415328156068	143.36	4.96535894922662	60.16666667	55.01666667	0
117	RU005	49	39	11	d	nat	nut def	RU005.11.d	75	23	17.5	4.2	n	77	6.19	1.636	8.638	18	17.1	4	y	NA	11	12.2	2.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.50143595173921	0.916290731874155	4.24264068711928	2.83907846350861	1.38629436111989	4.79583152331272	2.86220088092947	1.43508452528932	1.8229350866965	0.492254238180555	2.15617107453851	73.5	4.29728540621879	49.1876667	53.2534694	0
118	RU005	13	49	6	b	nat	nut def	RU005.6.b	78	12	16.1	3	n	78	5.53	1.287	2.348	16	15	4	y	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	4	2.70805020110221	1.38629436111989	3.46410161513775	2.77881927199042	1.09861228866811	1.71018781553424	0.25231392861399	0.85356390196585	48.3	3.87743156065853	49.1876667	53.2534694	0
119	RU005	2	35	6	a	nat	nut def	RU005.6.a	78	19	14.1	4.5	n	78	5.67	1.162	2.54	17	15.9	3.7	y	NA	11	11.2	2.4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.41591377830105	0.8754687373539	4.12310562561766	2.76631910922619	1.30833281965018	4.35889894354067	2.64617479738412	1.50407739677627	1.73518911773966	0.150142658429719	0.932164081030445	63.45	4.1502521941604	49.1876667	53.2534694	0
120	RU005	26	19	7	e	nat	nut def	RU005.7.e	80	19	17.1	3.9	n	80	3.81	0.917	1.937	16	17.1	3.7	y	NA	13	14.8	3.3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.69462718077007	1.19392246847243	4	2.83907846350861	1.30833281965018	4.35889894354067	2.83907846350861	1.3609765531356	1.33762918913861	-0.0866478067256722	0.661140384424859	66.69	4.20005501664421	49.1876667	53.2534694	0
121	RU005	13	23	6	f	nat	nut def	RU005.6.f	78	21	20.1	4.4	n	78	6.05	2.454	3.777	16	23.5	4.3	y	NA	10	18.1	4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.89591193827178	1.38629436111989	4	3.15700042115011	1.45861502269952	4.58257569495584	3.00071981506503	1.48160454092422	1.80005827204275	0.89771934628872	1.32893004373032	88.44	4.48232435598925	49.1876667	53.2534694	0
122	RU005	47	18	7	d	nat	nut def	RU005.7.d	80	16	21	4.7	n	80	4.75	1.798	2.504	16	20.5	4.5	y	NA	12	16.3	3.2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.79116510781272	1.16315080980568	4	3.02042488614436	1.50407739677627	4	3.04452243772342	1.54756250871601	1.55814461804655	0.586674936049429	0.917889453237852	98.7	4.59208494643944	49.1876667	53.2534694	0
123	RU005	36	46	7	f	nat	nut def	RU005.7.f	77	13	12.5	2.9	n	77	4.05	0.701	1.893	NA	NA	NA	NA	NA	8	14.8	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82842712474619	2.69462718077007	1.25276296849537	NA	NA	NA	3.60555127546399	2.52572864430826	1.06471073699243	1.39871688111845	-0.355247391947547	0.638162872227186	36.25	3.59043938130068	49.1876667	53.2534694	0
124	RU008	47	24	18	e	nat	nut def	RU008.18.e	80	16	17.9	3.1	n	80	7.55	1.924	3.285	22	18.7	4.4	y	NA	13	13.8	4.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	2.62466859216316	1.50407739677627	4.69041575982343	2.92852352386054	1.48160454092422	4	2.88480071284671	1.1314021114911	2.02154756326093	0.654406352243515	1.18936665193657	55.49	4.01620282433781	44.05	43.06000278	0
125	RU008	13	20	16	i	nat	nut def	RU008.16.i	78	18	14.7	4.1	n	78	5.91	1.389	3.6	10	16	3.9	y	NA	15	13.9	2.2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.87298334620742	2.63188884013665	0.78845736036427	3.16227766016838	2.77258872223978	1.3609765531356	4.24264068711928	2.68784749378469	1.41098697371026	1.77664583141801	0.328584063772207	1.28093384546206	60.27	4.09883446749495	44.05	43.06000278	0
126	RU008	26	15	16	c	nat	nut def	RU008.16.c	80	13	16.6	4.3	n	80	5.01	1.148	2.81	10	17	3.8	y	NA	9	13.7	3.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.61739583283408	1.25276296849537	3.16227766016838	2.83321334405622	1.33500106673234	3.60555127546399	2.8094026953625	1.45861502269952	1.61143591509677	0.138021297897375	1.03318448334565	71.38	4.26801771806201	44.05	43.06000278	0
127	RU008	27	35	17	i	nat	nut def	RU008.17.i	80	17	16.6	4.5	n	82	4.65	NA	3.934	11	15.3	2.2	y	NA	11	13.5	2.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.60268968544438	0.8754687373539	3.3166247903554	2.72785282839839	0.78845736036427	4.12310562561766	2.8094026953625	1.50407739677627	1.53686721959926	NA	1.36965671996687	74.7	4.31348009213877	44.05	43.06000278	0
128	RU008	36	9	19	i	nat	nut def	RU008.19.i	75	13	13.8	4.9	n	77	7.14	1.901	6.781	17	16.6	4.1	y	NA	15	15.7	4.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.87298334620742	2.75366071235426	1.50407739677627	4.12310562561766	2.8094026953625	1.41098697371026	3.60555127546399	2.62466859216316	1.58923520511658	1.96571277635149	0.642380063506292	1.91412458370171	67.62	4.21390379727974	44.05	43.06000278	0
129	RU008	2	19	17	d	nat	nut def	RU008.17.d	78	13	19.1	7.4	n	78	5.06	1.458	2.508	13	20.7	5.4	y	NA	10	15.4	5.9	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.73436750941958	1.77495235091167	3.60555127546399	3.03013370027132	1.68639895357023	3.60555127546399	2.94968833505258	2.00148000021012	1.62136648329937	0.377065633586466	0.919485622770674	141.34	4.95116833526271	44.05	43.06000278	0
130	RU008	49	2	21	h	nat	nut def	RU008.21.h	75	13	18.3	3.8	n	77	5.46	1.677	3.843	17	23.8	4.4	y	NA	12	20	3.8	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.99573227355399	1.33500106673234	4.12310562561766	3.16968558067743	1.48160454092422	3.60555127546399	2.90690105984738	1.33500106673234	1.69744878975681	0.517006482841072	1.34625331158271	69.54	4.24190212657972	44.05	43.06000278	0
131	RU008	20	18	21	f	nat	nut def	RU008.21.f	80	18	19.7	3.6	n	80	6.05	1.732	2.906	16	22.7	4.1	n	NA	13	21.2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.60555127546399	3.05400118167797	1.38629436111989	4	3.12236492448736	1.41098697371026	4.24264068711928	2.98061863574394	1.28093384546206	1.80005827204275	0.549276810140243	1.06677756514809	70.92	4.26155248120601	44.05	43.06000278	0
132	TR001	13	2	10	c	nat	nut def	TR001.10.c	78	12	19	4.8	n	78	5.41	1.406	2.674	13	19.5	4.3	y	NA	9	16.1	3.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.77881927199042	1.25276296849537	3.60555127546399	2.9704144655697	1.45861502269952	3.46410161513775	2.94443897916644	1.56861591791385	1.68824909285839	0.340748793388473	0.983575478679751	91.2	4.51305489708029	41.7511111111111	27.2477777777778	0
133	TR001	27	6	1	b	nat	nut def	TR001.1.b	80	12	15.2	3.5	n	80	4.8	1.239	2.32	11	17.1	3.6	n	NA	10	14.6	3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.68102152871429	1.09861228866811	3.3166247903554	2.83907846350861	1.28093384546206	3.46410161513775	2.72129542785223	1.25276296849537	1.56861591791385	0.214304602647005	0.841567185678219	53.2	3.9740583963476	41.7511111111111	27.2477777777778	0
134	TR001	2	15	1	f	nat	nut def	TR001.1.f	78	11	25.6	7.3	n	78	5.83	1.344	2.609	12	25.4	7.2	y	NA	11	19.3	5.3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.96010509591084	1.66770682055808	3.46410161513775	3.23474917402449	1.97408102602201	3.3166247903554	3.24259235148552	1.98787434815435	1.7630170003624	0.295650242100958	0.958967006154591	186.88	5.23046669963986	41.7511111111111	27.2477777777778	0
135	TR001	36	43	10	d	nat	nut def	TR001.10.d	77	14	21	4.3	n	77	5.87	1.288	3.133	13	22.1	4.1	y	NA	11	18.4	5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.91235066461494	1.6094379124341	3.60555127546399	3.09557760852371	1.41098697371026	3.74165738677394	3.04452243772342	1.45861502269952	1.76985463384001	0.253090627682162	1.14199101197005	90.3	4.50313746042294	41.7511111111111	27.2477777777778	0
136	TR001	20	43	1	h	nat	nut def	TR001.1.h	80	15	15.2	2.1	n	80	6.69	1.55	2.908	13	20.2	3.1	y	NA	12	16.2	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.78501124223834	1.02961941718116	3.60555127546399	3.00568260440716	1.1314021114911	3.87298334620742	2.72129542785223	0.741937344729377	1.90061387414014	0.438254930931155	1.06746555967127	31.92	3.46323277258161	41.7511111111111	27.2477777777778	0
137	TR001	49	6	10	a	nat	nut def	TR001.10.a	75	8	21.3	5.2	n	77	5.92	1.397	2.875	11	22.9	5.7	y	NA	10	17.8	4.6	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.87919845729804	1.52605630349505	3.3166247903554	3.13113691056019	1.7404661748405	2.82842712474619	3.05870707271538	1.64865862558738	1.77833644889591	0.334327080274825	1.05605267424931	110.76	4.70736569830276	41.7511111111111	27.2477777777778	0
138	TR001	47	20	1	g	nat	nut def	TR001.1.g	80	16	16.5	2.5	n	80	7.74	1.639	2.501	24	20.6	3.8	y	NA	25	16.4	4.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		5	2.79728133483015	1.43508452528932	4.89897948556636	3.02529107579554	1.33500106673234	4	2.80336038090653	0.916290731874155	2.04640168760164	0.494086299761693	0.916690651895482	41.25	3.71965111278069	41.7511111111111	27.2477777777778	0
139	TR001	26	22	12	e	nat	nut def	TR001.12.e	80	12	18	5.1	n	80	6.62	1.071	4.366	14	18.1	4.6	y	NA	12	14.3	3.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.66025953726586	1.22377543162212	3.74165738677394	2.89591193827178	1.52605630349505	3.46410161513775	2.89037175789616	1.62924053973028	1.89009536994892	0.0685927914656117	1.47384725812775	91.8	4.51961229762644	41.7511111111111	27.2477777777778	0
140	TR003	13	1	24	f	nat	nut def	TR003.24.f	78	16	9.9	1.9	n	78	4.22	0.488	0.855	17	10.3	2	y	NA	7	8.5	1.8	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.14006616349627	0.587786664902119	4.12310562561766	2.33214389523559	0.693147180559945	4	2.29253475714054	0.641853886172395	1.43983512804792	-0.71743987312899	-0.156653810045377	18.81	2.93438864331294	38.7672222222222	37.0038888888889	0
141	TR003	47	13	6	b	nat	nut def	TR003.6.b	80	7	16.2	3.1	n	80	3.16	0.677	0.405	10	21.4	4.1	y	NA	8	14.1	1.8	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.64617479738412	0.587786664902119	3.16227766016838	3.06339092202781	1.41098697371026	2.64575131106459	2.78501124223834	1.1314021114911	1.15057202759882	-0.390084006069862	-0.903868211875598	50.22	3.91641335372944	38.7672222222222	37.0038888888889	0
142	TR003	49	19	15	c	nat	nut def	TR003.15.c	75	8	18.7	4	n	77	4.36	0.694	1.139	11	18.6	3.8	y	NA	12	16.8	2.1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.46410161513775	2.82137888640921	0.741937344729377	3.3166247903554	2.92316158071916	1.33500106673234	2.82842712474619	2.92852352386054	1.38629436111989	1.47247205736094	-0.365283318475333	0.130150684465045	74.8	4.31481788498043	38.7672222222222	37.0038888888889	0
143	TR003	26	1	24	i	nat	nut def	TR003.24.i	80	11	12.2	2.5	n	80	4.29	0.639	1.398	11	12.5	4	y	NA	7	9.4	2.4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.64575131106459	2.24070968927596	0.8754687373539	3.3166247903554	2.52572864430826	1.38629436111989	3.3166247903554	2.50143595173921	0.916290731874155	1.45628673293993	-0.447850824604602	0.335042643811618	30.5	3.41772668361337	38.7672222222222	37.0038888888889	0
144	TR003	36	45	24	e	nat	nut def	TR003.24.e	77	8	11.2	2.1	n	77	3.49	0.556	0.636	11	12.8	2.6	y	NA	10	12.1	3.5	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.4932054526027	1.25276296849537	3.3166247903554	2.54944517092557	0.955511445027436	2.82842712474619	2.41591377830105	0.741937344729377	1.24990173621434	-0.586986984731555	-0.452556715642015	23.52	3.15785112303043	38.7672222222222	37.0038888888889	0
145	TR003	20	48	14	d	nat	nut def	TR003.14.d	80	11	13.8	3.7	n	80	4.04	0.584	2.25	14	28	3.1	y	NA	9	11.4	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.43361335540045	1.02961941718116	3.74165738677394	3.3322045101752	1.1314021114911	3.3166247903554	2.62466859216316	1.30833281965018	1.39624469197306	-0.53785429615391	0.810930216216329	51.06	3.93300141181334	38.7672222222222	37.0038888888889	0
146	TR003	2	33	6	d	nat	nut def	TR003.6.d	78	9	14.3	4.6	y	78	4.12	0.704	1.275	16	16.8	5.2	y	NA	11	13.7	4.4	14	78	NA	NA	NA	NA	NA	NA	78	NA	4	NA		3.3166247903554	2.61739583283408	1.48160454092422	4	2.82137888640921	1.64865862558738	3	2.66025953726586	1.52605630349505	1.41585316336144	-0.350976922824095	0.242946178610389	65.78	4.18631584076091	38.7672222222222	37.0038888888889	1
147	TR004	36	25	14	j	nat	nut def	TR004.14.j	77	6	15.6	3	n	77	3.68	0.431	0.285	9	16.9	2.8	y	NA	6	14.5	2.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.44948974278318	2.67414864942653	0.916290731874155	3	2.82731362192903	1.02961941718116	2.44948974278318	2.74727091425549	1.09861228866811	1.30291275218084	-0.841647188878389	-1.25526609871349	46.8	3.8458832029236	38.3672222222222	42.7736111111111	0
148	TR004	13	12	8	h	nat	nut def	TR004.8.h	78	7	13.7	3.1	n	78	3.31	0.588	0.326	13	18.5	4.6	y	NA	8	13.4	2.9	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.82842712474619	2.59525470695687	1.06471073699243	3.60555127546399	2.91777073208428	1.52605630349505	2.64575131106459	2.61739583283408	1.1314021114911	1.19694818938897	-0.53102833108351	-1.12085789761543	42.47	3.74879794432518	38.3672222222222	42.7736111111111	0
149	TR004	49	40	8	b	nat	nut def	TR004.8.b	75	9	18.6	4.1	n	77	4.6	0.932	1.304	8	19.6	3.9	y	NA	10	18.8	4.7	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.9338568698359	1.54756250871601	2.82842712474619	2.97552956623647	1.3609765531356	3	2.92316158071916	1.41098697371026	1.52605630349505	-0.0704224642965458	0.265436463504461	76.26	4.33414855442942	38.3672222222222	42.7736111111111	0
150	TR004	47	47	14	f	nat	nut def	TR004.14.f	80	5	13	2.2	n	80	4.2	0.591	0.596	9	20.6	4.2	y	NA	11	15.2	2.8	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.3166247903554	2.72129542785223	1.02961941718116	3	3.02529107579554	1.43508452528932	2.23606797749979	2.56494935746154	0.78845736036427	1.43508452528932	-0.525939261576039	-0.517514611916787	28.6	3.35340671782581	38.3672222222222	42.7736111111111	0
151	TR004	20	1	8	e	nat	nut def	TR004.8.e	80	17	14.9	3.3	n	90	3.96	1.031	1.754	13	12.6	1.4	y	NA	10	11.2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3.16227766016838	2.41591377830105	1.09861228866811	3.60555127546399	2.53369681395743	0.336472236621213	4.12310562561766	2.70136121295141	1.19392246847243	1.37624402526639	0.0305292050348228	0.561898893949991	49.17	3.89528368142385	38.3672222222222	42.7736111111111	0
152	TR004	27	15	27	a	nat	nut def	TR004.27.a	80	10	15.7	3.2	n	82	3.75	0.663	1.02	12	16.3	4.3	y	NA	5	13	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2.23606797749979	2.56494935746154	1.09861228866811	3.46410161513775	2.79116510781272	1.45861502269952	3.16227766016838	2.75366071235426	1.16315080980568	1.32175583998232	-0.410980288796275	0.0198026272961797	50.24	3.91681152215994	38.3672222222222	42.7736111111111	0
153	TR005	47	26	9	a	nat	nut def	TR005.9.a	80	3	17.4	3.7	n	80	4.38	0.449	0.54	7	20	4.8	y	NA	9	12.3	2.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.50959926237837	0.916290731874155	2.64575131106459	2.99573227355399	1.56861591791385	1.73205080756888	2.85647020622048	1.30833281965018	1.47704872438835	-0.800732391239883	-0.616186139423817	64.38	4.16480302587066	39.7825	41.0736111111111	0
154	TR005	13	8	18	f	nat	nut def	TR005.18.f	78	7	12.8	3.3	n	78	5.32	0.737	0.975	8	13.1	3.1	y	NA	9	12.5	3.3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.52572864430826	1.19392246847243	2.82842712474619	2.57261223020711	1.1314021114911	2.64575131106459	2.54944517092557	1.19392246847243	1.67147330335355	-0.3051673867928	-0.0253178079842899	42.24	3.74336763939801	39.7825	41.0736111111111	0
155	TR005	36	5	18	g	nat	nut def	TR005.18.g	75	5	20.1	3.9	n	77	4.37	0.588	0.64	11	21.7	4.6	y	NA	9	14	4.5	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.63905732961526	1.50407739677627	3.3166247903554	3.07731226054641	1.52605630349505	2.23606797749979	3.00071981506503	1.3609765531356	1.4747630091075	-0.53102833108351	-0.446287102628419	78.39	4.36169636820063	39.7825	41.0736111111111	0
156	TR005	49	46	18	j	nat	nut def	TR005.18.j	75	8	16.7	5.5	n	77	4.38	0.928	1.118	9	18.3	4.7	y	NA	9	16	2.5	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	2.77258872223978	0.916290731874155	3	2.90690105984738	1.54756250871601	2.82842712474619	2.81540871942271	1.70474809223843	1.47704872438835	-0.0747235461959364	0.111541374732908	91.85	4.52015681166113	39.7825	41.0736111111111	0
