PopID	Pos	Mom	Indiv	Origin	Rack	Trt	ID	FRack	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	Yellow	Death	FloatDate	Note	BoltDate	BoltMsrDate2	BCount2	MaxBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	FlrDate	FlrColor	LfCount1	LfLgth1	LfWdth1	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCountH.sq	LfLgthH.log	LfWdthH.log	CrownH.log	ShootH.log	RootH.log	Latitude	Longitude
163	US001	16	22	e	inv	45	flood	US001.22.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	20	17	FLOAT-17	NA	NA	NA	NA	NA	NA	NA	NA		13	15.5	2.6	3.60555127546399	2.7408400239252	0.955511445027436	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333
164	US001	42	14	h	inv	23	flood	US001.14.h	F1	71	13	13.1	1.6	n	91	6.97	0.585	0.782	5	NA	NA	F1-42	NA	NA	NA	NA	NA	NA	NA	NA		15	10.6	3.1	3.87298334620742	2.36085400111802	1.1314021114911	3.60555127546399	2.57261223020711	0.470003629245736	1.94161522477243	-0.536143431750281	-0.245900538436826	45.6152333333333	-120.787533333333
165	US001	22	20	a	inv	3	flood	US001.20.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	29	24	FLOAT-24	NA	NA	NA	NA	NA	NA	NA	NA		13	13	3.3	3.60555127546399	2.56494935746154	1.19392246847243	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333
166	US001	14	23	f	inv	35	flood	US001.23.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	17	12	FLOAT-12	NA	NA	NA	NA	NA	NA	NA	NA		13	16	4	3.60555127546399	2.77258872223978	1.38629436111989	NA	NA	NA	NA	NA	NA	45.6152333333333	-120.787533333333
167	US002	39	24	i	inv	43	flood	US002.24.i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	17	16	FLOAT-16	NA	NA	NA	NA	NA	NA	NA	NA		15	13.3	2.9	3.87298334620742	2.58776403522771	1.06471073699243	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615
168	US002	9	1	g	inv	23	flood	US002.1.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	21	15	FLOAT-15	NA	NA	NA	NA	NA	NA	NA	NA		13	16.7	2.5	3.60555127546399	2.81540871942271	0.916290731874155	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615
169	US002	31	24	h	inv	39	flood	US002.24.h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	29	29	FLOAT-29	NA	NA	NA	NA	NA	NA	NA	NA		14	12	3	3.74165738677394	2.484906649788	1.09861228866811	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615
170	US002	17	24	e	inv	45	flood	US002.24.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	20	NA		NA	NA	NA	NA	NA	NA	NA	NA		14	16.2	3	3.74165738677394	2.78501124223834	1.09861228866811	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615
171	US002	6	17	g	inv	3	flood	US002.17.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	25	24	FLOAT-24	NA	NA	NA	NA	NA	NA	NA	NA		15	12.1	3.4	3.87298334620742	2.4932054526027	1.22377543162212	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615
172	US002	45	24	f	inv	14	flood	US002.24.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		11	13	2.6	3.3166247903554	2.56494935746154	0.955511445027436	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615
173	US002	26	17	e	inv	35	flood	US002.17.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	15	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		11	15	4	3.3166247903554	2.70805020110221	1.38629436111989	NA	NA	NA	NA	NA	NA	46.1822666666667	-118.82615
174	US003	15	28	f	inv	39	flood	US003.28.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	17	16		NA	NA	NA	NA	NA	NA	NA	NA		13	17	3.5	3.60555127546399	2.83321334405622	1.25276296849537	NA	NA	NA	NA	NA	NA	46.60415	-116.64175
175	US003	10	28	e	inv	23	flood	US003.28.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	20	NA		NA	NA	NA	NA	NA	NA	NA	NA		14	16.3	3.3	3.74165738677394	2.79116510781272	1.19392246847243	NA	NA	NA	NA	NA	NA	46.60415	-116.64175
176	US003	1	19	j	inv	3	flood	US003.19.j	F1	71	9	12.3	2.8	n	91	9.55	0.468	0.386	7	25	NA	F1-1	NA	NA	NA	NA	NA	NA	NA	NA		13	10.1	3	3.60555127546399	2.31253542384721	1.09861228866811	3	2.50959926237837	1.02961941718116	2.25654115449264	-0.75928698306449	-0.951917909517306	46.60415	-116.64175
177	US003	48	20	a	inv	45	flood	US003.20.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	19	NA		NA	NA	NA	NA	NA	NA	NA	NA		16	16.9	3.5	4	2.82731362192903	1.25276296849537	NA	NA	NA	NA	NA	NA	46.60415	-116.64175
178	US003	30	19	c	inv	35	flood	US003.19.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	20	NA		NA	NA	NA	NA	NA	NA	NA	NA		18	14	4	4.24264068711928	2.63905732961526	1.38629436111989	NA	NA	NA	NA	NA	NA	46.60415	-116.64175
179	US003	14	27	a	inv	43	flood	US003.27.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	17	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		14	17.3	4.2	3.74165738677394	2.85070650150373	1.43508452528932	NA	NA	NA	NA	NA	NA	46.60415	-116.64175
180	US003	31	27	d	inv	14	flood	US003.27.d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	13	13	FLOAT	NA	NA	NA	NA	NA	NA	NA	NA		11	14.5	4.3	3.3166247903554	2.67414864942653	1.45861502269952	NA	NA	NA	NA	NA	NA	46.60415	-116.64175
181	US011	49	12	e	inv	35	flood	US011.12.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	19	18	FLOAT-18	NA	NA	NA	NA	NA	NA	NA	NA		8	14.3	3.5	2.82842712474619	2.66025953726586	1.25276296849537	NA	NA	NA	NA	NA	NA	43.3855277777778	-106.937333333333
182	US011	8	8	f	inv	43	flood	US011.8.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	20	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.3855277777778	-106.937333333333
183	US011	41	8	h	inv	3	flood	US011.8.h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.3855277777778	-106.937333333333
184	US012	36	29	e	inv	35	flood	US012.29.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	15	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA		8	14	3	2.82842712474619	2.63905732961526	1.09861228866811	NA	NA	NA	NA	NA	NA	40.5281527777778	-104.848788888889
185	US012	34	35	f	inv	45	flood	US012.35.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	16	15	FLOAT-15	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.5281527777778	-104.848788888889
186	US012	38	31	a	inv	14	flood	US012.31.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	16	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA		7	16.8	4.1	2.64575131106459	2.82137888640921	1.41098697371026	NA	NA	NA	NA	NA	NA	40.5281527777778	-104.848788888889
187	US012	28	31	c	inv	43	flood	US012.31.c	F2	71	8	15.3	3.6	n	74	3.58	0.18	0.095	7	NA	NA	F2-42	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	14	2.8	2	2.63905732961526	1.02961941718116	2.82842712474619	2.72785282839839	1.28093384546206	1.27536280041261	-1.71479842809193	-2.3538783873816	40.5281527777778	-104.848788888889
188	US014	47	16	g	inv	45	flood	US014.16.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	32	15	F1-47	NA	NA	NA	NA	NA	NA	NA	NA		11	14.1	3.6	3.3166247903554	2.64617479738412	1.28093384546206	NA	NA	NA	NA	NA	NA	40.1222666666667	-101.280283333333
189	US014	9	16	b	inv	35	flood	US014.16.b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	19	18	FLOAT-18	NA	NA	NA	NA	NA	NA	NA	NA		11	17	4.5	3.3166247903554	2.83321334405622	1.50407739677627	NA	NA	NA	NA	NA	NA	40.1222666666667	-101.280283333333
190	US014	47	22	e	inv	3	flood	US014.22.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	19	NA		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.1222666666667	-101.280283333333
191	US014	33	17	a	inv	39	flood	US014.17.a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	18	17	FLOAT-17	NA	NA	NA	NA	NA	NA	NA	NA		8	16	3.5	2.82842712474619	2.77258872223978	1.25276296849537	NA	NA	NA	NA	NA	NA	40.1222666666667	-101.280283333333
192	US015	16	3	h	inv	35	flood	US015.3.h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	13	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		8	13.5	4	2.82842712474619	2.60268968544438	1.38629436111989	NA	NA	NA	NA	NA	NA	42.7253611111111	-118.001033333333
193	US015	6	17	e	inv	45	flood	US015.17.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	19	17	FLOAT-17	NA	NA	NA	NA	NA	NA	NA	NA		8	19.5	4.2	2.82842712474619	2.9704144655697	1.43508452528932	NA	NA	NA	NA	NA	NA	42.7253611111111	-118.001033333333
194	US015	29	2	c	inv	14	flood	US015.2.c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	14	13	FLOAT-13	NA	NA	NA	NA	NA	NA	NA	NA		10	11.9	2.2	3.16227766016838	2.47653840011748	0.78845736036427	NA	NA	NA	NA	NA	NA	42.7253611111111	-118.001033333333
195	US015	7	2	f	inv	3	flood	US015.2.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	17	15	FLOAT-15	NA	NA	NA	NA	NA	NA	NA	NA		6	12.9	3.6	2.44948974278318	2.55722731136763	1.28093384546206	NA	NA	NA	NA	NA	NA	42.7253611111111	-118.001033333333
196	US015	25	17	j	inv	23	flood	US015.17.j	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	17	16	FLOAT-16	NA	NA	NA	NA	NA	NA	NA	NA		9	14.6	3.8	3	2.68102152871429	1.33500106673234	NA	NA	NA	NA	NA	NA	42.7253611111111	-118.001033333333
197	US015	4	15	g	inv	39	flood	US015.15.g	F2	71	10	17	4.2	n	74	5.77	0.87	0.23	8	NA	NA	F2-4	NA	NA	NA	NA	NA	NA	NA	NA		10	13	3	3.16227766016838	2.56494935746154	1.09861228866811	3.16227766016838	2.83321334405622	1.43508452528932	1.75267208052001	-0.139262067333508	-1.46967597005894	42.7253611111111	-118.001033333333
198	US020	14	24	d	inv	39	flood	US020.24.d	F2	71	10	20.9	4.2	n	74	5.42	0.635	0.156	7	NA	20	F2-14	NA	NA	NA	NA	NA	NA	NA	NA		6	14.5	3	2.44948974278318	2.67414864942653	1.09861228866811	3.16227766016838	3.03974915897077	1.43508452528932	1.69009581545155	-0.454130280089445	-1.8578992717326	46.9839888888889	-119.580186111111
199	US020	49	42	j	inv	45	flood	US020.42.j	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.9839888888889	-119.580186111111
200	US020	46	27	g	inv	23	flood	US020.27.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	18	16	FLOAT-16	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.9839888888889	-119.580186111111
201	US022	46	23	e	inv	43	flood	US022.23.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	22	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.74515	-119.784683333333
202	US022	11	17	b	inv	14	flood	US022.17.b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	18	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.74515	-119.784683333333
203	US022	50	42	g	inv	23	flood	US022.42.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	11	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		11	10.3	1.5	3.3166247903554	2.33214389523559	0.405465108108164	NA	NA	NA	NA	NA	NA	45.74515	-119.784683333333
204	US023	7	34	g	inv	23	flood	US023.34.g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	16	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.224275	-103.122291666667
205	US023	45	26	f	inv	45	flood	US023.26.f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.224275	-103.122291666667
206	US023	8	41	d	inv	39	flood	US023.41.d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	15	NA	ALB	NA	NA	NA	NA	NA	NA	NA	NA		10	20	5	3.16227766016838	2.99573227355399	1.6094379124341	NA	NA	NA	NA	NA	NA	39.224275	-103.122291666667
207	US026	16	24	e	inv	23	flood	US026.24.e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	17	12	FF-12	NA	NA	NA	NA	NA	NA	NA	NA		6	10.1	1.4	2.44948974278318	2.31253542384721	0.336472236621213	NA	NA	NA	NA	NA	NA	40.3719055555556	-104.472561111111
208	US026	7	15	b	inv	35	flood	US026.15.b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	22	20	FLOAT-20	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.3719055555556	-104.472561111111
209	US026	30	23	a	inv	14	flood	US026.23.a	F2	71	7	10.2	2.2	n	74	7.37	0.599	0.287	6	NA	NA	F2-30	NA	NA	NA	NA	NA	NA	NA	NA		11	16.6	3.7	3.3166247903554	2.8094026953625	1.30833281965018	2.64575131106459	2.32238772029023	0.78845736036427	1.99741770620125	-0.512493680866688	-1.24827306322252	40.3719055555556	-104.472561111111
