Rack	Pos	PopID	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	BoltedatH	HarvestDay	CrownDiam.mm	RootMass.g	LfCount2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Yellow	Death	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	FlrDate	FlrColor	FlrNotes	LfCount1.sq	LfLgth1.log	LfWdth1.log	LfCount2.sq	LfCountH.sq	CrownH.log	RootH.log
TR001.19.a	4	20	TR001	19	a	nat	cut	TR001.19.a	76	19	n	76	6.16	1.229	20	n	NA	7	11.7	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.64575131106459	2.45958884180371	0.8754687373539	4.47213595499958	4.35889894354067	1.81807677754543	0.206200830583898
RU001.2.a	4	21	RU001	2	a	nat	cut	RU001.2.a	76	46	n	76	6.36	1.881	24	y	NA	13	11.5	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.4423470353692	1.19392246847243	4.89897948556636	6.78232998312527	1.85002837735203	0.631803550318893
US001.3.j	4	22	US001	3	j	inv	cut	US001.3.j	76	27	n	76	7.56	2.146	17	y	NA	12	13.1	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.57261223020711	0.8754687373539	4.12310562561766	5.19615242270663	2.02287119019144	0.763605644208507
CA001.2.e	4	24	CA001	2	e	inv	cut	CA001.2.e	76	18	n	76	7.46	4.61	16	n	NA	11	15.9	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.76631910922619	1.33500106673234	4	4.24264068711928	2.00955541421567	1.52822785700856
GR003.3.e	4	25	GR003	3	e	nat	cut	GR003.3.e	76	22	n	76	6.86	1.534	17	y	NA	11	12.2	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.50143595173921	0.8754687373539	4.12310562561766	4.69041575982343	1.92570744173779	0.427878702945064
RO005.14.h	4	26	RO005	14	h	nat	cut	RO005.14.h	76	9	y	76	8.64	2.055	24	n	NA	11	16.9	3.4	15	NA	32	NA	NA	NA	39	1	20.6	69	1	33.2	NA			3.3166247903554	2.82731362192903	1.22377543162212	4.89897948556636	3	2.15640258281596	0.720275847948198
UA004.18.i	4	27	UA004	18	i	nat	cut	UA004.18.i	76	47	n	76	12.13	1.749	33	y	NA	20	12.4	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			4.47213595499958	2.51769647261099	1.02961941718116	5.74456264653803	6.85565460040104	2.49568172295596	0.559044196036465
UA003.7A.d	4	28	UA003	7A	d	nat	cut	UA003.7A.d	76	30	n	76	6.18	3.183	20	n	NA	9	15.5	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.7408400239252	1.19392246847243	4.47213595499958	5.47722557505166	1.8213182714696	1.15782414829996
HU001.28.c	4	29	HU001	28	c	nat	cut	HU001.28.c	76	48	n	76	9.42	6.434	28	n	NA	19	14.5	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			4.35889894354067	2.67414864942653	1.50407739677627	5.29150262212918	6.92820323027551	2.24283508858827	1.86159642881683
TR004.14.h	4	31	TR004	14	h	nat	cut	TR004.14.h	76	18	n	76	7.22	0.671	16	n	NA	11	11.5	2.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.4423470353692	0.993251773010283	4	4.24264068711928	1.97685495290473	-0.398986142010455
RO001.28.g	4	32	RO001	28	g	nat	cut	RO001.28.g	76	39	n	76	7.07	1.209	16	n	NA	8	15	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.70805020110221	1.19392246847243	4	6.2449979983984	1.95586047990848	0.189793571632656
US003.28.g	4	33	US003	28	g	inv	cut	US003.28.g	76	30	n	76	6.54	5.124	16	y	NA	11	18.3	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.90690105984738	1.25276296849537	4	5.47722557505166	1.87793716546911	1.63393538403449
GR001.14.l	4	35	GR001	14	l	nat	cut	GR001.14.l	76	18	y	76	7.14	1.379	14	n	NA	10	15.9	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.76631910922619	1.28093384546206	3.74165738677394	4.24264068711928	1.96571277635149	0.321358598811165
RO004.13.f	4	40	RO004	13	f	nat	cut	RO004.13.f	76	3	n	76	6.55	1.222	19	n	NA	12	10.4	2.3	NA	NA	29	NA	NA	NA	39	1	31.2	69	1	31.2	69	white		3.46410161513775	2.34180580614733	0.832909122935104	4.35889894354067	1.73205080756888	1.87946504964716	0.200488860749404
US021.8.b	4	41	US021	8	b	inv	cut	US021.8.b	76	29	n	76	7.71	2.917	17	n	NA	12	14.5	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.67414864942653	0.993251773010283	4.12310562561766	5.3851648071345	2.04251818757524	1.07055569088558
UA001.25.a	4	45	UA001	25	a	nat	cut	UA001.25.a	76	35	n	76	7.34	1.796	22	y	NA	12	13.5	2.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.60268968544438	0.993251773010283	4.69041575982343	5.91607978309962	1.99333884262642	0.585561969880008
US015.17.g	4	47	US015	17	g	inv	cut	US015.17.g	76	32	n	76	7.29	1.696	22	n	NA	11	9.8	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.28238238567653	1.22377543162212	4.69041575982343	5.65685424949238	1.98650354602057	0.528272537369711
US002.22.c	4	49	US002	22	c	inv	cut	US002.22.c	76	35	n	76	8.28	2.79	15	n	NA	10	16.2	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.78501124223834	1.1314021114911	3.87298334620742	5.91607978309962	2.11384296839717	1.02604159583327
US023.41.b	4	50	US023	41	b	inv	cut	US023.41.b	76	20	n	76	7.29	1.684	12	n	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	3.46410161513775	4.47213595499958	1.98650354602057	0.521171915820135
TR004.18.b	41	1	TR004	18	b	nat	cut	TR004.18.b	76	16	n	76	4.1	0.312	12	n	NA	7	13.1	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.64575131106459	2.57261223020711	1.16315080980568	3.46410161513775	4	1.41098697371026	-1.16475209117265
CA001.6.h	41	2	CA001	6	h	inv	cut	CA001.6.h	76	26	n	76	8.53	1.346	17	n	NA	10	12.2	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.50143595173921	1.45861502269952	4.12310562561766	5.09901951359278	2.14358936150359	0.297137231222536
UA005.18.b	41	5	UA005	18	b	nat	cut	UA005.18.b	76	36	n	76	6.54	1.052	27	n	NA	16	14.6	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			4	2.68102152871429	1.16315080980568	5.19615242270663	6	1.87793716546911	0.0506931143155182
BG001.16.a	41	6	BG001	16	a	nat	cut	BG001.16.a	76	22	n	76	6.07	0.33	17	n	NA	14	14.4	3.7	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.74165738677394	2.66722820658195	1.30833281965018	4.12310562561766	4.69041575982343	1.80335860507141	-1.10866262452161
RU001.2.j	41	8	RU001	2	j	nat	cut	RU001.2.j	76	27	n	76	5.91	0.779	23	n	NA	11	18.2	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.90142159408275	1.16315080980568	4.79583152331272	5.19615242270663	1.77664583141801	-0.249744233111389
US018.11.a	41	9	US018	11	a	inv	cut	US018.11.a	76	39	n	76	7.16	1.108	26	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	5.09901951359278	6.2449979983984	1.96850998097255	0.102556588325092
RU004.7.d	41	10	RU004	7	d	nat	cut	RU004.7.d	76	20	n	76	7.34	2.096	18	n	NA	12	18.7	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.92852352386054	1.52605630349505	4.24264068711928	4.47213595499958	1.99333884262642	0.740030766458796
US003.19.d	41	11	US003	19	d	inv	cut	US003.19.d	76	37	n	76	6.13	1.662	24	y	NA	15	13.4	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.87298334620742	2.59525470695687	0.78845736036427	4.89897948556636	6.08276253029822	1.81319474994812	0.508021696433256
RO001.21.e	41	12	RO001	21	e	nat	cut	RO001.21.e	76	20	y	76	7.31	1.594	19	y	NA	11	13.5	2.5	NA	NA	50	NA	NA	NA	50	1	2.7	69	1	22	NA			3.3166247903554	2.60268968544438	0.916290731874155	4.35889894354067	4.47213595499958	1.98924327376169	0.466246580368023
TR005.9.b	41	13	TR005	9	b	nat	cut	TR005.9.b	76	14	n	76	4.56	0.2	10	y	NA	9	13.9	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3	2.63188884013665	1.16315080980568	3.16227766016838	3.74165738677394	1.51732262352629	-1.6094379124341
RO005.17.k	41	15	RO005	17	k	nat	cut	RO005.17.k	76	25	n	76	6.18	0.507	13	y	NA	7	10.6	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.64575131106459	2.36085400111802	0.693147180559945	3.60555127546399	5	1.8213182714696	-0.679244275390954
TR003.14.c	41	16	TR003	14	c	nat	cut	TR003.14.c	76	12	n	76	4.3	0.384	13	n	NA	10	13.7	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.61739583283408	1.06471073699243	3.60555127546399	3.46410161513775	1.45861502269952	-0.95711272639441
GR003.17.b	41	17	GR003	17	b	nat	cut	GR003.17.b	76	20	n	76	6.2	0.63	13	y	NA	8	20.1	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	3.00071981506503	1.22377543162212	3.60555127546399	4.47213595499958	1.82454929205105	-0.462035459596559
US002.5.j	41	21	US002	5	j	inv	cut	US002.5.j	76	29	n	76	7.86	1.835	18	n	NA	12	16	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.77258872223978	0.693147180559945	4.24264068711928	5.3851648071345	2.06178660644112	0.607044481506534
UA002.13.e	41	22	UA002	13	e	nat	cut	UA002.13.e	76	33	n	76	7.76	1.104	18	n	NA	10	17.1	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.83907846350861	1.30833281965018	4.24264068711928	5.74456264653803	2.04898233419513	0.0989399478549036
US001.23.e	41	23	US001	23	e	inv	cut	US001.23.e	76	34	n	76	7.61	4.151	18	y	NA	12	17.2	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.84490938381941	1.16315080980568	4.24264068711928	5.8309518948453	2.02946317187359	1.4233492690709
US022.42.c	41	24	US022	42	c	inv	cut	US022.42.c	76	20	n	76	7.08	1.969	15	n	NA	11	15.1	4	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.71469474382088	1.38629436111989	3.87298334620742	4.47213595499958	1.95727390770563	0.677525799656989
US011.12.a	41	25	US011	12	a	inv	cut	US011.12.a	NA	NA		NA	NA	NA	NA	NA	NA	2	6.1	0.7	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			1.4142135623731	1.80828877117927	-0.356674943938732	NA	NA	NA	NA
CA008.4.f	41	26	CA008	4	f	inv	cut	CA008.4.f	76	11	y	76	4.98	0.278	14	n	NA	8	15.5	2.9	NA	NA	69	NA	NA	NA	NA	NA	NA	69	1	7.5	NA			2.82842712474619	2.7408400239252	1.06471073699243	3.74165738677394	3.3166247903554	1.60542989103656	-1.2801341652915
GR001.14.h	41	27	GR001	14	h	nat	cut	GR001.14.h	76	11	y	76	5.94	0.441	11	n	NA	8	16	3.2	NA	NA	50	NA	NA	NA	50	1	11	69	1	33	NA			2.82842712474619	2.77258872223978	1.16315080980568	3.3166247903554	3.3166247903554	1.78170913337455	-0.818710403535291
UA004.7.g	41	29	UA004	7	g	nat	cut	UA004.7.g	76	31	n	76	8.37	1.419	27	y	NA	17	15.5	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			4.12310562561766	2.7408400239252	1.28093384546206	5.19615242270663	5.56776436283002	2.12465388450138	0.349952398177906
RU003.7.e	41	30	RU003	7	e	nat	cut	RU003.7.e	76	24	n	76	5.61	1.28	16	n	NA	11	16.4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.3166247903554	2.79728133483015	1.38629436111989	4	4.89897948556636	1.72455071953461	0.246860077931526
TR001.19.i	41	34	TR001	19	i	nat	cut	TR001.19.i	76	0	y	76	7.41	0.991	9	y	15.5	9	17.1	2.4	NA	NA	18	18	1	15.5	39	1	33.7	69	1	40.5	63	white		3	2.83907846350861	0.8754687373539	3	0	2.002830439308	-0.00904074465214907
RO003.15.j	41	35	RO003	15	j	nat	cut	RO003.15.j	76	24	n	76	7.86	0.486	18	y	NA	10	15.7	3	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.75366071235426	1.09861228866811	4.24264068711928	4.89897948556636	2.06178660644112	-0.721546655081643
HU001.13.b	41	36	HU001	13	b	nat	cut	HU001.13.b	76	22	n	76	7.43	1.303	14	n	NA	8	18.5	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.91777073208428	1.56861591791385	3.74165738677394	4.69041575982343	2.00552585872967	0.264669298142708
UA003.8.g	41	37	UA003	8	g	nat	cut	UA003.8.g	76	30	n	76	6.03	0.949	12	n	NA	10	16.9	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.82731362192903	0.262364264467491	3.46410161513775	5.47722557505166	1.79674701073909	-0.0523464803722092
RU008.19.h	41	38	RU008	19	h	nat	cut	RU008.19.h	76	27	n	76	7.08	0.887	16	n	NA	13	15.8	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.60555127546399	2.76000994003292	1.41098697371026	4	5.19615242270663	1.95727390770563	-0.119910296672558
US015.17.a	41	39	US015	17	a	inv	cut	US015.17.a	76	27	n	76	6.42	0.886	14	n	NA	10	17	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.16227766016838	2.83321334405622	1.41098697371026	3.74165738677394	5.19615242270663	1.85941811770187	-0.121038328377056
US014.16.a	41	40	US014	16	a	inv	cut	US014.16.a	76	31	n	76	7.32	1.624	20	n	NA	12	18	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	2.89037175789616	1.16315080980568	4.47213595499958	5.56776436283002	1.99061032797322	0.484892241739486
RO004.3.j	41	44	RO004	3	j	nat	cut	RO004.3.j	76	0	y	76	8.04	0.806	9	n	3.7	15	15.5	3	15	NA	10	18	1	3.7	39	1	12	69	1	37.5	NA		bolt cut	3.87298334620742	2.7408400239252	1.09861228866811	3	0	2.08442908319087	-0.215671536475509
GR002.8.e	41	47	GR002	8	e	nat	cut	GR002.8.e	76	8	y	76	5.19	0.482	11	n	13.5	9	13.1	3.7	NA	NA	18	18	1	13.5	39	1	26.7	69	1	26.5	57	white		3	2.57261223020711	1.30833281965018	3.3166247903554	2.82842712474619	1.6467336971778	-0.729811164931537
RO002.18.a	41	49	RO002	18	a	nat	cut	RO002.18.a	76	16	n	76	5.82	0.504	15	n	NA	8	10.9	2.8	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			2.82842712474619	2.3887627892351	1.02961941718116	3.87298334620742	4	1.76130026174335	-0.685179010910768
US020.24.e	41	50	US020	24	e	inv	cut	US020.24.e	76	23	n	76	7.6	0.981	15	n	NA	12	20.6	4.2	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			3.46410161513775	3.02529107579554	1.43508452528932	3.87298334620742	4.79583152331272	2.02814824729229	-0.019182819416774
