Rack	Pos	PopID	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Note	BoltDate	BoltMsrDate	BCount1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	sqrt(cont$LfCount1)	log(cont$LfLgth1)	log(cont$LfWdth1)	sqrt(cont$LfCount2)	log(cont$LfLgth2)	log(cont$LfWdth2)	sqrt(cont$LfCountH)	log(cont$LfLgthH)	log(cont$LfWdthH)	log(cont$CrownDiam.mm)	log(cont$ShootMass.g)	log(cont$RootMass.g)
RO004.21.i	6	16	RO004	21	i	nat	cont	RO004.21.i	86	0	NA	NA	y	86	8.95	6.31	0.924	13	21.4	4.1	y	NA	12	14.7	3		38	NA	NA	38	1	22.4	NA	69	1	54		NA			3.46410161513775	2.68784749378469	1.09861228866811	3.60555127546399	3.06339092202781	1.41098697371026	0	NA	NA	2.19165353228676	1.84213567655312	-0.0790432073404529
RU001.2.i	6	18	RU001	2	i	nat	cont	RU001.2.i	86	26	28.4	7.7	n	86	10.65	4.652	2.988	20	19.1	4.6	y	NA	15	15.2	4.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.87298334620742	2.72129542785223	1.50407739677627	4.47213595499958	2.94968833505258	1.52605630349505	5.09901951359278	3.34638914516716	2.04122032885964	2.36555989215543	1.53729723465642	1.09460426727057
TR004.14.d	6	20	TR004	14	d	nat	cont	TR004.14.d	86	1	13.5	2.5	n	86	5.76	2.412	0.405	20	17.4	5.6	y	NA	9	11.4	3		29	NA	NA	38	1	54.9	NA	69	1	68		63	purple	spotted	3	2.43361335540045	1.09861228866811	4.47213595499958	2.85647020622048	1.7227665977411	1	2.60268968544438	0.916290731874155	1.7509374747078	0.880456278864939	-0.903868211875598
RO005.23.g	6	21	RO005	23	g	nat	cont	RO005.23.g	86	15	29.4	4.6	n	86	8.64	3.387	1.54	14	20.5	5.6	y	NA	10	17.6	4.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.86789890204411	1.45861502269952	3.74165738677394	3.02042488614436	1.7227665977411	3.87298334620742	3.38099467434464	1.52605630349505	2.15640258281596	1.21994457383563	0.431782416425538
TR003.24.g	6	25	TR003	24	g	nat	cont	TR003.24.g	86	8	29.2	3.7	n	86	3.13	0.521	0.048	7	14.9	2.1	y	NA	5	9.4	1.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.23606797749979	2.24070968927596	0.182321556793955	2.64575131106459	2.70136121295141	0.741937344729377	2.82842712474619	3.37416870927424	1.30833281965018	1.14103300455206	-0.65200523722877	-3.03655426807425
HU001.28.h	6	26	HU001	28	h	nat	cont	HU001.28.h	86	24	26.7	8.2	n	86	8.51	4.432	1.264	14	17.5	4.1	y	NA	13	16	3.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.77258872223978	1.22377543162212	3.74165738677394	2.86220088092947	1.41098697371026	4.89897948556636	3.2846635654062	2.10413415427021	2.14124194258528	1.48885094944498	0.234281295724666
RO003.9.g	6	27	RO003	9	g	nat	cont	RO003.9.g	86	16	28.8	5.6	n	86	10.27	3.386	0.95	17	17.9	3.8	y	NA	9	14	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.63905732961526	1.02961941718116	4.12310562561766	2.88480071284671	1.33500106673234	4	3.3603753871419	1.7227665977411	2.32922702394047	1.21964928371094	-0.0512932943875506
GR003.9.a	6	32	GR003	9	a	nat	cont	GR003.9.a	86	16	30.1	8.4	n	86	9.32	3.513	1.726	11	18.3	4.4	n 	NA	8	16.4	4.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.79728133483015	1.56861591791385	3.3166247903554	2.90690105984738	1.48160454092422	4	3.40452517175483	2.12823170584927	2.2321626286975	1.25647037328369	0.545806592661236
US002.17.d	6	33	US002	17	d	inv	cont	US002.17.d	86	10	28	5.9	n	86	7.46	2.453	0.817	18	23.3	3.5	y	NA	11	17.2	4.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.84490938381941	1.48160454092422	4.24264068711928	3.14845336057165	1.25276296849537	3.16227766016838	3.3322045101752	1.77495235091167	2.00955541421567	0.897311765276352	-0.202116184122134
US021.8.g	6	34	US021	8	g	inv	cont	US021.8.g	86	16	26.1	5.8	n	86	8.45	3.408	1.5	15	19.5	5	n	NA	13	14.5	4.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.67414864942653	1.56861591791385	3.87298334620742	2.9704144655697	1.6094379124341	4	3.26193531432865	1.75785791755237	2.13416644136908	1.22612560896707	0.405465108108164
BG001.25.a	6	36	BG001	25	a	nat	cont	BG001.25.a	86	0	NA	NA	n	86	7.58	1.872	0.433	18	15.2	3.8	y	NA	12	13.6	3.7		69	NA	NA	NA	NA	NA	NA	69	1	16		NA			3.46410161513775	2.61006979274201	1.30833281965018	4.24264068711928	2.72129542785223	1.33500106673234	0	NA	NA	2.02551319965428	0.6270073780554	-0.837017550979647
RU004.7.c	6	38	RU004	7	c	nat	cont	RU004.7.c	86	19	28.9	7	n	86	8.47	2.738	0.848	16	26.1	4.9	y	NA	11	18.4	3.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.91235066461494	1.33500106673234	4	3.26193531432865	1.58923520511658	4.35889894354067	3.36384159511839	1.94591014905531	2.13653050866396	1.00722772686626	-0.164874643190234
US022.42.a	6	39	US022	42	a	inv	cont	US022.42.a	86	25	26.7	4.7	n	86	6.7	3.527	1.704	20	21.1	3.6	y	NA	14	12.4	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.51769647261099	1.16315080980568	4.47213595499958	3.04927304048202	1.28093384546206	5	3.2846635654062	1.54756250871601	1.90210752639692	1.26044765125391	0.532978428407124
US014.16.e	6	40	US014	16	e	inv	cont	US014.16.e	86	13	29.8	5.9	n	86	8.03	1.577	0.833	20	25.4	4.9	y	NA	10	14.2	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.65324196460721	0.916290731874155	4.47213595499958	3.23474917402449	1.58923520511658	3.60555127546399	3.39450839351136	1.77495235091167	2.08318452795867	0.455524307980901	-0.182721636815294
GR001.24.e	6	41	GR001	24	e	nat	cont	GR001.24.e	86	0	NA	NA	n	86	6.92	3.183	1.511	18	22.8	4.2	y	NA	9	14	2.6		38	NA	NA	38	1	6.7	NA	69	1	45		NA			3	2.63905732961526	0.955511445027436	4.24264068711928	3.1267605359604	1.43508452528932	0	NA	NA	1.93441576962958	1.15782414829996	0.412771683290602
UA005.7.a	6	44	UA005	7	a	nat	cont	UA005.7.a	86	23	24.7	5.3	n	86	9.62	3.363	1.728	16	26	5	y	NA	10	17	5.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.83321334405622	1.64865862558738	4	3.25809653802148	1.6094379124341	4.79583152331272	3.20680324363393	1.66770682055808	2.26384426467762	1.21283343275813	0.546964670381864
TR001.19.f	6	45	TR001	19	f	nat	cont	TR001.19.f	86	4	18.9	4.2	n	86	8.48	2.154	0.519	13	23.6	4.9	y	NA	9	15.2	3.1		69	NA	NA	NA	NA	NA	NA	69	1	12.5		NA			3	2.72129542785223	1.1314021114911	3.60555127546399	3.16124671203156	1.58923520511658	2	2.9391619220656	1.43508452528932	2.13771044980381	0.767326578734197	-0.655851395816248
UA004.27.e	6	46	UA004	27	e	nat	cont	UA004.27.e	86	10	20.5	8.2	n	86	8.68	2.338	0.766	16	24.5	7	y	NA	11	16.3	6.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.79116510781272	1.87180217690159	4	3.19867311755068	1.94591014905531	3.16227766016838	3.02042488614436	2.10413415427021	2.16102152867226	0.849295863049877	-0.266573109241546
RO001.21.f	6	47	RO001	21	f	nat	cont	RO001.21.f	86	15	28.8	6.6	n	86	6.83	2.5	2.471	18	17.2	3.4	y	NA	11	13.4	3.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.59525470695687	1.30833281965018	4.24264068711928	2.84490938381941	1.22377543162212	3.87298334620742	3.3603753871419	1.88706964903238	1.9213246735827	0.916290731874155	0.904622927006473
US001.23.c	6	48	US001	23	c	inv	cont	US001.23.c	86	13	29.8	6.7	n	86	8.68	3.188	2.271	14	24.3	6.7	y	NA	8	15	3.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.70805020110221	1.19392246847243	3.74165738677394	3.1904763503465	1.90210752639692	3.60555127546399	3.39450839351136	1.90210752639692	2.16102152867226	1.15939376092797	0.820220263123421
CA008.5.g	6	50	CA008	5	g	inv	cont	CA008.5.g	86	26	23.4	4.8	n	86	9.43	2.744	2.979	17	22.7	4.8	y	NA	11	12	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.484906649788	1.02961941718116	4.12310562561766	3.12236492448736	1.56861591791385	5.09901951359278	3.15273602236366	1.56861591791385	2.24389609664537	1.00941670986364	1.09158767373115
RO001.6.c	7	1	RO001	6	c	nat	cont	RO001.6.c	86	15	24.6	7.7	n	86	8.15	2.94	1.166	11	16.7	4.8	n	NA	10	11.9	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.47653840011748	0.916290731874155	3.3166247903554	2.81540871942271	1.56861591791385	3.87298334620742	3.20274644293832	2.04122032885964	2.09801792725277	1.07840958135059	0.153579087928301
RU004.6.a	7	4	RU004	6	a	nat	cont	RU004.6.a	86	18	30	5.8	n	86	7.06	3.878	1.849	14	26.8	6.5	y	NA	11	9.9	1.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.29253475714054	0.641853886172395	3.74165738677394	3.28840188751681	1.87180217690159	4.24264068711928	3.40119738166216	1.75785791755237	1.95444505150515	1.35531955682046	0.614644952404988
UA004.18.h	7	5	UA004	18	h	nat	cont	UA004.18.h	86	18	31.1	7.2	n	86	8.12	3.581	1.65	15	26.7	6	y	NA	13	14.1	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.64617479738412	0.916290731874155	3.87298334620742	3.2846635654062	1.79175946922805	4.24264068711928	3.43720781918519	1.97408102602201	2.09433015417359	1.2756420910163	0.500775287912489
CA001.2.a	7	6	CA001	2	a	inv	cont	CA001.2.a	86	10	27.8	5.9	n	86	8.54	4.148	2.103	10	19.1	4.2	n	NA	12	19.1	4.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.94968833505258	1.41098697371026	3.16227766016838	2.94968833505258	1.43508452528932	3.16227766016838	3.32503602069659	1.77495235091167	2.14476100780048	1.42262629036728	0.743364896720563
US002.22.i	7	7	US002	22	i	inv	cont	US002.22.i	86	0	NA	NA	y	86	8.32	4.284	0.696	12	19.5	5.4	n	NA	15	18.9	4.6		69	NA	NA	NA	NA	NA	NA	69	1	47		80	white		3.87298334620742	2.9391619220656	1.52605630349505	3.46410161513775	2.9704144655697	1.68639895357023	0	NA	NA	2.11866225483312	1.4548871525855	-0.362405618647717
US020.24.f	7	8	US020	24	f	inv	cont	US020.24.f	86	3	23.4	4.9	y	86	7.59	3.219	0.739	13	22.7	3.8	y	NA	11	18.6	4.1		69	NA	NA	NA	NA	NA	NA	69	1	8		NA			3.3166247903554	2.92316158071916	1.41098697371026	3.60555127546399	3.12236492448736	1.33500106673234	1.73205080756888	3.15273602236366	1.58923520511658	2.02683159140754	1.16907075231667	-0.302457358033935
GR003.9.h	7	9	GR003	9	h	nat	cont	GR003.9.h	86	17	27.9	5.5	n	86	7.05	4.58	1.355	17	21	5.8	n	NA	11	13.5	2.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.60268968544438	0.832909122935104	4.12310562561766	3.04452243772342	1.75785791755237	4.12310562561766	3.32862668882732	1.70474809223843	1.95302761682418	1.52169899812609	0.303801454331664
GR001.6.e	7	11	GR001	6	e	nat	cont	GR001.6.e	86	13	27.2	7.9	n	86	7.55	4.036	1.407	11	25	5.6	n	NA	7	13.4	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.59525470695687	1.06471073699243	3.3166247903554	3.2188758248682	1.7227665977411	3.60555127546399	3.30321697330195	2.06686275947298	2.02154756326093	1.39525410249136	0.341459778132252
US026.15.c	7	12	US026	15	c	inv	cont	US026.15.c	86	23	24.1	6.3	n	86	7.16	3.749	1.616	14	18.4	5.4	n	NA	9	13.9	3.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.63188884013665	1.28093384546206	3.74165738677394	2.91235066461494	1.68639895357023	4.79583152331272	3.18221184049661	1.84054963339749	1.96850998097255	1.32148913775377	0.479953960098904
RU001.10.h	7	15	RU001	10	h	nat	cont	RU001.10.h	86	17	25.1	6.3	n	86	7.25	4.251	5.035	9	24.6	5.9	n	NA	8	13.8	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.62466859216316	1.16315080980568	3	3.20274644293832	1.77495235091167	4.12310562561766	3.22286784613774	1.84054963339749	1.98100146886658	1.44715424937665	1.61641352617053
TR005.9.d	7	16	TR005	9	d	nat	cont	TR005.9.d	86	9	25.5	5	y	86	4.42	0.457	0.084	9	22.7	4.6	n	NA	6	11.6	1.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.45100509811232	0.470003629245736	3	3.12236492448736	1.52605630349505	3	3.23867845216438	1.6094379124341	1.48613969608961	-0.783071888087932	-2.47693848013882
US003.20.j	7	17	US003	20	j	inv	cont	US003.20.j	86	30	34.9	6.5	n	86	9.53	4.132	1.904	12	24.6	5.2	n	NA	15	19	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.87298334620742	2.94443897916644	1.06471073699243	3.46410161513775	3.20274644293832	1.64865862558738	5.47722557505166	3.55248682920838	1.87180217690159	2.25444471766611	1.41876155125739	0.643956936369174
UA001.18.e	7	18	UA001	18	e	nat	cont	UA001.18.e	86	0	NA	NA	y	86	6.73	3.391	0.789	14	23.6	5.2	n	NA	11	10.5	2.6		69	NA	NA	NA	NA	NA	NA	69	1	34		NA			3.3166247903554	2.35137525716348	0.955511445027436	3.74165738677394	3.16124671203156	1.64865862558738	0	NA	NA	1.90657514365664	1.2211248631435	-0.236988958136263
US023.41.c	7	19	US023	41	c	inv	cont	US023.41.c	86	18	28.6	5.1	n	86	7.42	3.29	1.962	13	20.4	5.8	n	NA	11	18.7	4.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.92852352386054	1.50407739677627	3.60555127546399	3.01553490085017	1.75785791755237	4.24264068711928	3.35340671782581	1.62924053973028	2.00417905717929	1.19088756477728	0.673964361143171
RO005.23.d	7	21	RO005	23	d	nat	cont	RO005.23.d	86	18	31.2	7.9	n	86	7.12	3.698	1.846	14	21.6	3.7	n	NA	10	13	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.56494935746154	1.25276296849537	3.74165738677394	3.07269331469012	1.30833281965018	4.24264068711928	3.44041809481544	2.06686275947298	1.96290772542388	1.30779213296493	0.61302113608066
US019.6.c	7	24	US019	6	c	inv	cont	US019.6.c	86	9	33.5	7.9	n	86	7.34	3.272	1.444	11	27	7.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.3166247903554	3.29583686600433	1.96009478404727	3	3.51154543883102	2.06686275947298	1.99333884262642	1.1854014187405	0.367417040470634
UA008.25.b	7	26	UA008	25	b	nat	cont	UA008.25.b	86	13	25.8	5.2	n	86	6.27	1.991	0.726	7	22.5	6.2	n	NA	6	16.2	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.78501124223834	0.955511445027436	2.64575131106459	3.11351530921037	1.82454929205105	3.60555127546399	3.25037449192757	1.64865862558738	1.83577635464483	0.688637025082059	-0.320205264157341
HU001.24.h	7	27	HU001	24	h	nat	cont	HU001.24.h	86	13	21.6	5.7	y	86	9.16	5.746	4.165	12	20.6	4.8	n	NA	11	18.6	3.2		69	NA	NA	NA	NA	NA	NA	69	1	33.5		NA			3.3166247903554	2.92316158071916	1.16315080980568	3.46410161513775	3.02529107579554	1.56861591791385	3.60555127546399	3.07269331469012	1.7404661748405	2.21484617868604	1.7485039605571	1.42671627561881
BG001.22.h	7	29	BG001	22	h	nat	cont	BG001.22.h	86	15	29.7	4.6	n	86	7.76	2.679	1.026	17	22.5	4.9	n	NA	13	12.5	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.52572864430826	0.955511445027436	4.12310562561766	3.11351530921037	1.58923520511658	3.87298334620742	3.39114704580865	1.52605630349505	2.04898233419513	0.985443590562472	0.0256677467485778
UA002.18.d	7	30	UA002	18	d	nat	cont	UA002.18.d	86	9	31.5	6.8	n	86	9.08	3.856	1.894	12	24	7.8	y	NA	11	18.7	5.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.92852352386054	1.64865862558738	3.46410161513775	3.17805383034795	2.05412373369555	3	3.44998754583159	1.91692261218206	2.2060741926132	1.3496303767483	0.638690994763886
RO003.21.j	7	33	RO003	21	j	nat	cont	RO003.21.j	86	15	29.5	4.5	n	86	8.6	3.19	2.216	17	23.3	5.2	y	NA	13	15.2	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.72129542785223	1.06471073699243	4.12310562561766	3.14845336057165	1.64865862558738	3.87298334620742	3.38439026334577	1.50407739677627	2.15176220325946	1.16002091679675	0.795703768885037
GR002.17.d	7	35	GR002	17	d	nat	cont	GR002.17.d	86	0	NA	NA	y	86	8.82	3.058	0.718	11	16.4	4	y	NA	12	11.6	1.1		69	NA	NA	NA	NA	NA	NA	69	1	32.5		NA			3.46410161513775	2.45100509811232	0.0953101798043249	3.3166247903554	2.79728133483015	1.38629436111989	0	NA	NA	2.1770218700187	1.11776110750687	-0.331285709933913
US015.13.j	7	36	US015	13	j	inv	cont	US015.13.j	86	10	23.3	4	n	86	6.83	2.833	0.974	9	15.6	4.5	y	NA	12	11.2	3.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.41591377830105	1.22377543162212	3	2.74727091425549	1.50407739677627	3.16227766016838	3.14845336057165	1.38629436111989	1.9213246735827	1.04133622084838	-0.026343975339602
CA008.4.h	7	38	CA008	4	h	inv	cont	CA008.4.h	86	13	22.5	6.2	n	86	7.32	1.979	0.626	10	22.9	6.6	y	NA	9	11.7	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.45958884180371	1.02961941718116	3.16227766016838	3.13113691056019	1.88706964903238	3.60555127546399	3.11351530921037	1.82454929205105	1.99061032797322	0.682591666620429	-0.468404907882039
RO002.12.a	7	39	RO002	12	a	nat	cont	RO002.12.a	86	15	20.1	5.1	n	86	8.28	2.683	1.623	10	21.6	5.6	y	NA	8	12.4	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.51769647261099	1.06471073699243	3.16227766016838	3.07269331469012	1.7227665977411	3.87298334620742	3.00071981506503	1.62924053973028	2.11384296839717	0.986935571443487	0.484276288532454
RU008.19.d	7	40	RU008	19	d	nat	cont	RU008.19.d	86	17	23.7	4.2	n	86	7.6	2.929	1.432	15	17.7	5.6	y	NA	11	13.2	3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.58021682959233	1.09861228866811	3.87298334620742	2.87356463957978	1.7227665977411	4.12310562561766	3.16547504814109	1.43508452528932	2.02814824729229	1.0746610678456	0.359072068538454
US001.20.c	7	41	US001	20	c	inv	cont	US001.20.c	86	12	25.7	5.6	n	86	7.7	1.978	1.22	10	15.8	4.5	y	NA	10	12.6	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.53369681395743	0.916290731874155	3.16227766016838	2.76000994003292	1.50407739677627	3.46410161513775	3.24649099190117	1.7227665977411	2.04122032885964	0.68208623320052	0.198850858745165
RO004.3.e	7	42	RO004	3	e	nat	cont	RO004.3.e	86	0	NA	NA	y	86	7.31	4.14	0.859	7	13.2	5.3	y	NA	10	12.2	2.5		39	NA	NA	39	1	25.6	NA	69	1	34		NA			3.16227766016838	2.50143595173921	0.916290731874155	2.64575131106459	2.58021682959233	1.66770682055808	0	NA	NA	1.98924327376169	1.42069578783722	-0.151986356997882
US012.29.c	7	43	US012	29	c	inv	cont	US012.29.c	86	13	26.7	4.2	n	86	7.6	2.602	0.926	12	20.2	6	y	NA	6	12.8	1.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.54944517092557	0.405465108108164	3.46410161513775	3.00568260440716	1.79175946922805	3.60555127546399	3.2846635654062	1.43508452528932	2.02814824729229	0.956280380090313	-0.0768810443359576
US018.31.b	7	44	US018	31	b	inv	cont	US018.31.b	86	9	26.5	5.2	n	86	6.77	2.266	0.793	12	15.3	4.8	y	NA	7	13.2	3.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.58021682959233	1.3609765531356	3.46410161513775	2.72785282839839	1.56861591791385	3	3.27714473299218	1.64865862558738	1.91250108692418	0.818016162605815	-0.231932057347289
TR001.10.j	7	47	TR001	10	j	nat	cont	TR001.10.j	86	8	25.1	1.8	n	86	7.41	1.586	0.747	11	15.8	3.7	y	NA	11	10.3	2.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.33214389523559	0.741937344729377	3.3166247903554	2.76000994003292	1.30833281965018	2.82842712474619	3.22286784613774	0.587786664902119	2.002830439308	0.461215123212656	-0.29169009384932
RU005.5.b	7	49	RU005	5	b	nat	cont	RU005.5.b	86	12	17.9	4.4	n	86	6.37	1.788	1.029	9	10	2.1	y	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			NA	NA	NA	3	2.30258509299405	0.741937344729377	3.46410161513775	2.88480071284671	1.48160454092422	1.85159946958407	0.581097676751322	0.0285874568519125
UA003.9A.j	7	50	UA003	9A	j	nat	cont	UA003.9A.j	86	8	24.2	4.3	n	86	4.97	1.697	0.597	7	16.6	4.3	y	NA	9	13.4	3.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.59525470695687	1.1314021114911	2.64575131106459	2.8094026953625	1.45861502269952	2.82842712474619	3.18635263316264	1.45861502269952	1.60341984010854	0.528861986252089	-0.515838165589535
US001.14.c	9	2	US001	14	c	inv	cont	US001.14.c	85	17	23.9	3.7	n	85	10.28	4.185	2.252	15	16.2	3.3	y	NA	12	13	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.56494935746154	0.955511445027436	3.87298334620742	2.78501124223834	1.19392246847243	4.12310562561766	3.17387845893747	1.30833281965018	2.33020026002702	1.43150670394144	0.811818710277444
RO001.28.b	9	4	RO001	28	b	nat	cont	RO001.28.b	85	13	28.8	6.7	n	85	8.47	2.733	1.181	15	17.6	5.1	y	NA	9	12.8	3.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.54944517092557	1.1314021114911	3.87298334620742	2.86789890204411	1.62924053973028	3.60555127546399	3.3603753871419	1.90210752639692	2.13653050866396	1.00539990694593	0.166361537215225
US022.23.b	9	5	US022	23	b	inv	cont	US022.23.b	85	14	29.6	4.5	n	85	6.96	2.595	0.899	17	24.6	5	y	NA	9	14.2	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.65324196460721	0.955511445027436	4.12310562561766	3.20274644293832	1.6094379124341	3.74165738677394	3.38777436133001	1.50407739677627	1.94017947434633	0.953586516617852	-0.106472244510517
RO002.15.f	9	6	RO002	15	f	nat	cont	RO002.15.f	85	16	26.2	5.4	n	85	8.57	2.991	1.099	18	22.2	5.4	y	NA	9	12.5	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.52572864430826	1.25276296849537	4.24264068711928	3.10009228887823	1.68639895357023	4	3.26575941076705	1.68639895357023	2.14826773260969	1.09560777964781	0.0944006754214843
US014.22.a	9	8	US014	22	a	inv	cont	US014.22.a	85	19	23.2	5.7	n	85	7.04	4.15	1.454	15	23.6	5.6	y	NA	8	12.8	3.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.54944517092557	1.33500106673234	3.87298334620742	3.16124671203156	1.7227665977411	4.35889894354067	3.14415227867226	1.7404661748405	1.95160817016995	1.42310833424261	0.374318379111328
RO004.13.e	9	9	RO004	13	e	nat	cont	RO004.13.e	85	15	37.7	5.2	n	85	7.57	2.415	1.062	13	28.6	4.4	y	NA	10	14.4	2.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.66722820658195	0.832909122935104	3.60555127546399	3.35340671782581	1.48160454092422	3.87298334620742	3.62966009445396	1.64865862558738	2.02419306744936	0.881699287104536	0.0601539228197471
RU005.7.c	9	10	RU005	7	c	nat	cont	RU005.7.c	85	0	NA	NA	y	85	8.7	3.882	0.738	17	28	7.2	n	NA	14	11.1	2.3		69	NA	NA	NA	NA	NA	NA	69	1	10		NA			3.74165738677394	2.40694510831829	0.832909122935104	4.12310562561766	3.3322045101752	1.97408102602201	0	NA	NA	2.16332302566054	1.35635048474682	-0.303811454381665
US012.35.h	9	15	US012	35	h	inv	cont	US012.35.h	85	10	5.2	4.7	n	85	6.98	2.81	0.985	11	29	6.7	n	NA	2	8.9	1.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			1.4142135623731	2.18605127673809	0.182321556793955	3.3166247903554	3.36729582998647	1.90210752639692	3.16227766016838	1.64865862558738	1.54756250871601	1.94304891677428	1.03318448334565	-0.0151136378100482
TR001.24.d	9	17	TR001	24	d	nat	cont	TR001.24.d	85	14	35.3	3.9	n	85	8.44	1.985	1.645	15	33.2	4.2	n	NA	8	13	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.56494935746154	0.955511445027436	3.87298334620742	3.50254987592244	1.43508452528932	3.74165738677394	3.56388296393925	1.3609765531356	2.13298230860787	0.685618914139154	0.497740384217335
RO003.9.m	9	19	RO003	9	m	nat	cont	RO003.9.m	85	21	26.5	4.1	n	85	12.21	2.861	1.288	14	24.1	3.2	y	NA	7	8.5	1.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.14006616349627	0.262364264467491	3.74165738677394	3.18221184049661	1.16315080980568	4.58257569495584	3.27714473299218	1.41098697371026	2.50225528812261	1.05117121406797	0.253090627682162
