Rack	Pos	PopID	Mom	Indiv	Origin	Trt	ID	MsrDayH	LfCountH	LfLgthH	LfWdthH	BoltedatH	HarvestDay	CrownDiam.mm	ShootMass.g	RootMass.g	LfCount2	LfLgth2	LfWdth2	LfYellow2	BoltHt2	LfCount1	LfLgth1	LfWdth1	Note	BoltDate	BoltMsrDate	BCount1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	sqrt(cont$LfCount1)	log(cont$LfLgth1)	log(cont$LfWdth1)	sqrt(cont$LfCount2)	log(cont$LfLgth2)	log(cont$LfWdth2)	sqrt(cont$LfCountH)	log(cont$LfLgthH)	log(cont$LfWdthH)	log(cont$CrownDiam.mm)	log(cont$ShootMass.g)	log(cont$RootMass.g)
RU004.9.a	25	38	RU004	9	a	nat	cont	RU004.9.a	85	15	31.2	6.6	n	85	7.37	3.712	1.42	12	29.8	6.1	n	NA	6	13.8	1.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.44948974278318	2.62466859216316	0.336472236621213	3.46410161513775	3.39450839351136	1.80828877117927	3.87298334620742	3.44041809481544	1.88706964903238	1.99741770620125	1.31157081492395	0.350656871613169
RO003.21.g	25	39	RO003	21	g	nat	cont	RO003.21.g	85	19	26.5	6.9	n	85	8.34	3.764	2.044	13	24.9	5.7	n	NA	9	15	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.70805020110221	1.16315080980568	3.60555127546399	3.21486780347066	1.7404661748405	4.35889894354067	3.27714473299218	1.93152141160321	2.12106321637066	1.32548222172313	0.714908672341458
GR003.17.h	25	40	GR003	17	h	nat	cont	GR003.17.h	85	20	27.8	4.9	y	85	9.72	4.13	2.907	15	25.9	5.1	y	NA	8	16.5	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.80336038090653	1.02961941718116	3.87298334620742	3.25424296870549	1.62924053973028	4.47213595499958	3.32503602069659	1.58923520511658	2.27418561847235	1.41827740697294	1.06712162157674
US015.15.j	25	44	US015	15	j	inv	cont	US015.15.j	85	10	20.5	6.2	n	85	7.57	2.347	0.659	12	21	5.4	n	NA	7	13.1	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.57261223020711	0.955511445027436	3.46410161513775	3.04452243772342	1.68639895357023	3.16227766016838	3.02042488614436	1.82454929205105	2.02419306744936	0.853137916868886	-0.41703174447963
RO001.28.f	25	45	RO001	28	f	nat	cont	RO001.28.f	85	18	29.6	6.1	n	85	8.53	2.563	1.409	16	17.6	3.9	n	NA	10	12.9	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.55722731136763	0.993251773010283	4	2.86789890204411	1.3609765531356	4.24264068711928	3.38777436133001	1.80828877117927	2.14358936150359	0.941178447381934	0.342880232916543
US022.31.a	25	46	US022	31	a	inv	cont	US022.31.a	85	12	31.5	5.2	n	85	6.66	2.405	4.066	13	22.5	5.6	y	NA	11	17.8	3.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.87919845729804	1.1314021114911	3.60555127546399	3.11351530921037	1.7227665977411	3.46410161513775	3.44998754583159	1.64865862558738	1.8961194845523	0.877549903557724	1.40265971520615
BG001.29.e	25	47	BG001	29	e	nat	cont	BG001.29.e	85	1	17	3.3	y	85	6.5	2.369	1.052	17	18.1	3.9	n	NA	11	10.4	2.5		69	NA	NA	NA	NA	NA	NA	69	1	27.5		NA			3.3166247903554	2.34180580614733	0.916290731874155	4.12310562561766	2.89591193827178	1.3609765531356	1	2.83321334405622	1.19392246847243	1.87180217690159	0.862467925176648	0.0506931143155182
UA002.15.f	25	49	UA002	15	f	nat	cont	UA002.15.f	85	16	30.3	6.8	n	85	7.42	3.802	1.848	16	25.8	7.1	y	NA	10	13.8	3.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.62466859216316	1.33500106673234	4	3.25037449192757	1.96009478404727	4	3.41114771251532	1.91692261218206	2.00417905717929	1.33552724406624	0.614103973219493
UA004.15.f	25	50	UA004	15	f	nat	cont	UA004.15.f	85	19	25.1	4.5	n	85	9.17	2.686	1.811	19	19	4.4	y	NA	12	12.4	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.51769647261099	1.16315080980568	4.35889894354067	2.94443897916644	1.48160454092422	4.35889894354067	3.22286784613774	1.50407739677627	2.21593728626837	0.988053098101046	0.593879178901276
TR003.2.b	29	1	TR003	2	b	nat	cont	TR003.2.b	85	25	24	5.8	n	85	4.1	1.715	0.385	12	15.5	1.2	y	NA	5	10.5	2.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.23606797749979	2.35137525716348	0.741937344729377	3.46410161513775	2.7408400239252	0.182321556793955	5	3.17805383034795	1.75785791755237	1.41098697371026	0.539413080617903	-0.954511944694353
TR004.18.a	29	2	TR004	18	a	nat	cont	TR004.18.a	85	12	17.9	3.1	y	85	9.71	2.6	0.555	41	17.5	4.6	y	NA	12	11	3		69	NA	NA	NA	NA	NA	NA	69	2	32.5	22	NA			3.46410161513775	2.39789527279837	1.09861228866811	6.40312423743285	2.86220088092947	1.52605630349505	3.46410161513775	2.88480071284671	1.1314021114911	2.27315628230323	0.955511445027436	-0.588787165235702
US021.1.a	29	4	US021	1	a	inv	cont	US021.1.a	85	17	21.7	7	n	85	8.06	3.838	1.973	14	19.7	7.1	y	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			NA	NA	NA	3.74165738677394	2.98061863574394	1.96009478404727	4.12310562561766	3.07731226054641	1.94591014905531	2.08691355651854	1.34495139758551	0.679555227040478
RO001.28.a	29	6	RO001	28	a	nat	cont	RO001.28.a	85	15	23.2	2.8	n	85	8.92	2.516	2.125	11	19	5.1	y	NA	11	14.1	2.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.64617479738412	0.741937344729377	3.3166247903554	2.94443897916644	1.62924053973028	3.87298334620742	3.14415227867226	1.02961941718116	2.18829594659192	0.922670338838194	0.75377180237638
UA002.18.c	29	8	UA002	18	c	nat	cont	UA002.18.c	85	17	29.3	5.1	n	85	8.89	3.229	2.442	16	24.6	4.8	y	NA	12	16.1	2.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.77881927199042	0.832909122935104	4	3.20274644293832	1.56861591791385	4.12310562561766	3.37758751602302	1.62924053973028	2.18492704952581	1.17217249177614	0.892817375688513
US014.16.i	29	10	US014	16	i	inv	cont	US014.16.i	85	15	23.7	6	n	85	6.66	3.613	2.28	14	21.6	5.2	y	NA	15	14.8	3.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.87298334620742	2.69462718077007	1.3609765531356	3.74165738677394	3.07269331469012	1.64865862558738	3.87298334620742	3.16547504814109	1.79175946922805	1.8961194845523	1.2845384521655	0.824175442966349
RU008.16.b	29	12	RU008	16	b	nat	cont	RU008.16.b	85	0	NA	NA	y	85	9.07	6.048	2.353	21	19.1	4.9	y	NA	15	13.8	4.9		38	NA	NA	38	1	12	NA	69	1	39.5		84	white		3.87298334620742	2.62466859216316	1.58923520511658	4.58257569495584	2.94968833505258	1.58923520511658	0	NA	NA	2.20497226412705	1.79972763887723	0.855691109745226
US011.8.c	29	15	US011	8	c	inv	cont	US011.8.c	85	23	21.4	6.6	n	85	9.61	4.529	4.905	17	23	6.6	y	NA	11	11.9	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.47653840011748	1.16315080980568	4.12310562561766	3.13549421592915	1.88706964903238	4.79583152331272	3.06339092202781	1.88706964903238	2.2628042229822	1.51050116457408	1.59025509301733
US003.27.g	29	18	US003	27	g	inv	cont	US003.27.g	85	13	25.9	6.1	n	85	7.33	3.039	2.545	11	22	4.5	y	NA	9	20.1	3.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	3.00071981506503	1.16315080980568	3.3166247903554	3.09104245335832	1.50407739677627	3.60555127546399	3.25424296870549	1.80828877117927	1.99197551589856	1.11152851393466	0.934130650002486
CA001.4.a	29	19	CA001	4	a	inv	cont	CA001.4.a	85	32	25.5	5.5	n	85	8.39	3.988	3.236	15	26	4.9	n	NA	12	15.4	4.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.73436750941958	1.45861502269952	3.87298334620742	3.25809653802148	1.58923520511658	5.65685424949238	3.23867845216438	1.70474809223843	2.12704052047911	1.38328985209959	1.17433799919625
RU003.4.b	29	21	RU003	4	b	nat	cont	RU003.4.b	85	31	26.4	7.5	n	85	9.73	5.974	3.359	25	22.6	5.2	y	NA	13	14.1	1.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.64617479738412	0.641853886172395	5	3.11794990627824	1.64865862558738	5.56776436283002	3.27336401015227	2.01490302054226	2.27521389619791	1.78741671979392	1.21164331063016
TR001.19.h	29	22	TR001	19	h	nat	cont	TR001.19.h	85	0	NA	NA	y	85	6.77	3.678	4.472	6	24.6	6.6	n	3.5	8	15.9	3.7		18	18	1	38	1	13.4	NA	69	1	41.5		NA			2.82842712474619	2.76631910922619	1.30833281965018	2.44948974278318	3.20274644293832	1.88706964903238	0	NA	NA	1.91250108692418	1.30236912618213	1.4978357358528
TR005.20.c	29	25	TR005	20	c	nat	cont	TR005.20.c	85	12	20.2	5.5	n	85	4.65	0.954	0.388	7	19.9	3.1	n	NA	8	8.3	1.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.11625551480255	0.405465108108164	2.64575131106459	2.99071973173045	1.1314021114911	3.46410161513775	3.00568260440716	1.70474809223843	1.53686721959926	-0.0470916075338506	-0.946749939358864
HU001.28.m	29	27	HU001	28	m	nat	cont	HU001.28.m	85	16	28.7	7.2	n	85	9.76	5.317	4.534	16	29.5	8.9	y	NA	13	13.6	2.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.61006979274201	0.832909122935104	4	3.38439026334577	2.18605127673809	4	3.35689712276558	1.97408102602201	2.278292400425	1.6709092345222	1.51160455208534
UA006.14.g	29	29	UA006	14	g	nat	cont	UA006.14.g	85	18	23.6	7.5	n	85	10.09	3.433	2.834	11	19.8	4.8	y	NA	12	14.4	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.66722820658195	1.25276296849537	3.3166247903554	2.98568193770049	1.56861591791385	4.24264068711928	3.16124671203156	2.01490302054226	2.31154483436552	1.23343451447555	1.04168914126849
BG001.17.f	29	31	BG001	17	f	nat	cont	BG001.17.f	85	14	25.5	5.4	y	85	9.86	3.609	1.905	21	25.2	4.6	y	NA	13	13.9	2.4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.63188884013665	0.8754687373539	4.58257569495584	3.22684399451738	1.52605630349505	3.74165738677394	3.23867845216438	1.68639895357023	2.28848616861454	1.28343072566065	0.644482008578664
US001.22.c	29	34	US001	22	c	inv	cont	US001.22.c	85	11	29.5	8.7	n	85	8.93	4.372	3.623	14	23.1	6.8	y	NA	14	15	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.70805020110221	1.06471073699243	3.74165738677394	3.13983261752775	1.91692261218206	3.3166247903554	3.38439026334577	2.16332302566054	2.18941639488841	1.47522057031429	1.28730241191294
GR002.13.a	29	35	GR002	13	a	nat	cont	GR002.13.a	85	0	NA	NA	y	85	9.94	3.339	1.495	16	34.3	5.3	y	NA	9	18.4	3		69	NA	NA	NA	NA	NA	NA	69	1	25		NA			3	2.91235066461494	1.09861228866811	4	3.53514535417189	1.66770682055808	0	NA	NA	2.29656702066848	1.20567136096152	0.40212620684265
UA008.13.h	29	36	UA008	13	h	nat	cont	UA008.13.h	85	14	32.2	8.1	n	85	9.17	3.464	2.116	11	30.6	5.6	y	NA	5	17.2	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.23606797749979	2.84490938381941	0.955511445027436	3.3166247903554	3.42100000895834	1.7227665977411	3.74165738677394	3.47196645255036	2.09186406167839	2.21593728626837	1.24242399070019	0.749527513996053
RO002.13.g	29	37	RO002	13	g	nat	cont	RO002.13.g	85	21	21.5	5.1	y	85	7.29	3.617	3.21	15	21.4	5	y	NA	10	12	2.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.484906649788	0.832909122935104	3.87298334620742	3.06339092202781	1.6094379124341	4.58257569495584	3.06805293513362	1.62924053973028	1.98650354602057	1.28564495296996	1.16627093714192
UA005.7.f	29	38	UA005	7	f	nat	cont	UA005.7.f	85	26	30.5	4.2	n	85	10.3	3.324	2.444	18	22.5	4.9	y	NA	13	17.2	2.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.84490938381941	0.832909122935104	4.24264068711928	3.11351530921037	1.58923520511658	5.09901951359278	3.41772668361337	1.43508452528932	2.33214389523559	1.2011688769932	0.893636041309349
RO005.25.d	29	40	RO005	25	d	nat	cont	RO005.25.d	85	15	22.3	5.3	n	85	8.6	3.044	2.334	11	23.2	4.1	y	NA	8	12	2.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.484906649788	0.832909122935104	3.3166247903554	3.14415227867226	1.41098697371026	3.87298334620742	3.10458667846607	1.66770682055808	2.15176220325946	1.11317243999944	0.847583533864364
UA003.11A.h	29	41	UA003	11A	h	nat	cont	UA003.11A.h	85	16	22.6	5.6	n	85	8.37	3.516	1.312	16	25	6.3	y	NA	15	12.2	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.87298334620742	2.50143595173921	0.955511445027436	4	3.2188758248682	1.84054963339749	4	3.11794990627824	1.7227665977411	2.12465388450138	1.25732397982293	0.271552690521897
GR003.17.a	29	42	GR003	17	a	nat	cont	GR003.17.a	85	11	14.2	2.4	y	85	8.19	4.496	0.909	8	26.1	5.7	y	33.5	8	18.7	3.7		13	18	1	38	1	NA	38.4	69	1	41		80	white		2.82842712474619	2.92852352386054	1.30833281965018	2.82842712474619	3.26193531432865	1.7404661748405	3.3166247903554	2.65324196460721	0.8754687373539	2.10291389786498	1.50318811259139	-0.0954101848046582
UA004.27.b	29	43	UA004	27	b	nat	cont	UA004.27.b	85	19	25.3	3.5	n	85	9.75	3.691	5.539	19	29.1	6.5	y	NA	14	14.1	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.64617479738412	0.993251773010283	4.35889894354067	3.37073817417745	1.87180217690159	4.35889894354067	3.23080439573347	1.25276296849537	2.27726728500976	1.30589742404786	1.71181397905097
US022.31.c	29	44	US022	31	c	inv	cont	US022.31.c	85	27	22.4	4.7	n	85	9.82	2.762	1.473	18	24.8	5.7	y	NA	13	14.1	1.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.64617479738412	0.587786664902119	4.24264068711928	3.21084365317094	1.7404661748405	5.19615242270663	3.10906095886099	1.54756250871601	2.28442112236637	1.0159550549871	0.387301137480493
RO004.13.g	29	45	RO004	13	g	nat	cont	RO004.13.g	85	16	28.5	3.2	n	85	8.26	1.607	0.426	17	31	4.9	y	NA	11	16.1	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.77881927199042	0.955511445027436	4.12310562561766	3.43398720448515	1.58923520511658	4	3.3499040872746	1.16315080980568	2.11142458753289	0.474369086755376	-0.853315932712767
RO003.4.i	29	47	RO003	4	i	nat	cont	RO003.4.i	85	18	22.2	4.5	y	85	8.49	2.566	0.826	22	21.8	4.3	y	NA	15	11.6	3.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.87298334620742	2.45100509811232	1.25276296849537	4.69041575982343	3.08190996979504	1.45861502269952	4.24264068711928	3.10009228887823	1.50407739677627	2.13888900032326	0.942348266193445	-0.191160505461159
RU001.7.f	29	48	RU001	7	f	nat	cont	RU001.7.f	85	16	26.1	5.1	n	85	9.78	2.806	1.354	19	25.2	4.7	y	NA	10	13.5	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.60268968544438	0.955511445027436	4.35889894354067	3.22684399451738	1.54756250871601	4	3.26193531432865	1.62924053973028	2.28033948404673	1.03175998168027	0.303063174490083
US002.1.j	29	49	US002	1	j	inv	cont	US002.1.j	86	22	24.9	5.7	n	86	8.83	3.052	1.879	19	22.4	3.5	y	NA	13	13.3	2.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.58776403522771	0.955511445027436	4.35889894354067	3.10906095886099	1.25276296849537	4.69041575982343	3.21486780347066	1.7404661748405	2.17815501461587	1.11579711342221	0.630739720431328
TR004.8.g	30	1	TR004	8	g	nat	cont	TR004.8.g	86	3	27.5	5.3	y	86	3.2	1.818	0.374	24	20	4.2	y	NA	11	14.6	2.6		69	NA	NA	NA	NA	NA	NA	69	1	7		NA			3.3166247903554	2.68102152871429	0.955511445027436	4.89897948556636	2.99573227355399	1.43508452528932	1.73205080756888	3.31418600467253	1.66770682055808	1.16315080980568	0.597736995755287	-0.983499481567605
GR001.24.f	30	2	GR001	24	f	nat	cont	GR001.24.f	86	17	25.3	8.1	n	86	8.43	2.771	3.956	13	17.8	4.6	n	NA	7	10.2	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.64575131106459	2.32238772029023	1.06471073699243	3.60555127546399	2.87919845729804	1.52605630349505	4.12310562561766	3.23080439573347	2.09186406167839	2.13179677201376	1.01920826588084	1.37523341376047
RO001.6.e	30	3	RO001	6	e	nat	cont	RO001.6.e	86	19	24.6	6.5	n	86	9.24	4.736	3.153	16	20	4.9	y	NA	11	14.6	5.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.68102152871429	1.64865862558738	4	2.99573227355399	1.58923520511658	4.35889894354067	3.20274644293832	1.87180217690159	2.22354188565359	1.5551928975817	1.14835438056292
GR003.9.c	30	6	GR003	9	c	nat	cont	GR003.9.c	86	16	30	6.9	n	86	7.32	3.798	1.973	17	21.9	4.5	n	NA	10	15.4	2.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.73436750941958	0.993251773010283	4.12310562561766	3.08648663682246	1.50407739677627	4	3.40119738166216	1.93152141160321	1.99061032797322	1.33447461239009	0.679555227040478
TR005.18.d	30	8	TR005	18	d	nat	cont	TR005.18.d	86	17	26.7	5.2	n	86	4.81	2.236	0.489	18	23	5	n	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			NA	NA	NA	4.24264068711928	3.13549421592915	1.6094379124341	4.12310562561766	3.2846635654062	1.64865862558738	1.57069708411767	0.804688555292853	-0.715392789507265
RU001.9.c	30	9	RU001	9	c	nat	cont	RU001.9.c	86	22	26.3	6.1	n	86	8.69	4.247	3.27	18	27	4.6	y	NA	11	15.1	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.3166247903554	2.71469474382088	0.916290731874155	4.24264068711928	3.29583686600433	1.52605630349505	4.69041575982343	3.26956893918372	1.80828877117927	2.1621729392773	1.44621285133113	1.18478998490916
RO002.12.b	30	10	RO002	12	b	nat	cont	RO002.12.b	86	13	25.1	8.2	n	86	6.43	2.735	1.272	13	22.9	3.7	y	NA	9	12.3	1.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.50959926237837	0.470003629245736	3.60555127546399	3.13113691056019	1.30833281965018	3.60555127546399	3.22286784613774	2.10413415427021	1.86097453824953	1.00613143587394	0.24059046491793
US001.20.h	30	15	US001	20	h	inv	cont	US001.20.h	86	21	28.2	5.9	n	86	9.36	4.274	4.716	18	18.4	5.3	y	NA	13	15.3	3.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.60555127546399	2.72785282839839	1.28093384546206	4.24264068711928	2.91235066461494	1.66770682055808	4.58257569495584	3.33932197794407	1.77495235091167	2.2364452904895	1.45255015689696	1.55096098267512
US021.3.b	30	16	US021	3	b	inv	cont	US021.3.b	86	18	31	8.5	n	86	8.69	4.936	2.022	16	31.4	5.7	y	NA	12	15.5	4.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.7408400239252	1.45861502269952	4	3.44680789291421	1.7404661748405	4.24264068711928	3.43398720448515	2.14006616349627	2.1621729392773	1.59655528660309	0.70408712059828
HU001.24.i	30	18	HU001	24	i	nat	cont	HU001.24.i	86	0	NA	NA	y	86	7.93	5.533	1.188	14	33.3	5.9	n	NA	9	18.7	3.4		69	NA	NA	NA	NA	NA	NA	69	1	50.5		NA			3	2.92852352386054	1.22377543162212	3.74165738677394	3.5055573969864	1.77495235091167	0	NA	NA	2.07065303564676	1.71073016391597	0.172271220940453
UA004.15.b	30	19	UA004	15	b	nat	cont	UA004.15.b	86	21	23.2	4.8	n	86	8.74	3.062	4.386	24	20.6	3.6	y	NA	14	12.6	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.53369681395743	1.02961941718116	4.89897948556636	3.02529107579554	1.28093384546206	4.58257569495584	3.14415227867226	1.56861591791385	2.16791018966744	1.11906829723549	1.4784176499957
GR002.2.g	30	20	GR002	2	g	nat	cont	GR002.2.g	86	11	28.2	4.4	n	86	6.72	2.485	1.866	14	23.1	3.8	y	NA	12	15.2	3.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.72129542785223	1.30833281965018	3.74165738677394	3.13983261752775	1.33500106673234	3.3166247903554	3.33932197794407	1.48160454092422	1.90508815453506	0.910272659548592	0.623797102425152
RO005.25.b	30	21	RO005	25	b	nat	cont	RO005.25.b	86	18	20.9	6.5	n	86	8.31	2.832	3.972	23	20.6	6.4	n	NA	9	10.4	3.1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.34180580614733	1.1314021114911	4.79583152331272	3.02529107579554	1.85629799036563	4.24264068711928	3.03974915897077	1.87180217690159	2.11745960886736	1.04098317583147	1.37926974618293
BG001.22.f	30	25	BG001	22	f	nat	cont	BG001.22.f	86	24	28.5	5.7	y	86	8.42	3.184	1.291	28	22.7	3.4	y	NA	17	13.2	2.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			4.12310562561766	2.58021682959233	1.02961941718116	5.29150262212918	3.12236492448736	1.22377543162212	4.89897948556636	3.3499040872746	1.7404661748405	2.13060982825424	1.15813826798214	0.255417111864505
RU008.21.g	30	27	RU008	21	g	nat	cont	RU008.21.g	86	23	32.2	4.3	n	86	8.42	3.687	1.848	23	25.1	4.4	y	NA	14	16.3	3.8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.74165738677394	2.79116510781272	1.33500106673234	4.79583152331272	3.22286784613774	1.48160454092422	4.79583152331272	3.47196645255036	1.45861502269952	2.13060982825424	1.30481311925201	0.614103973219493
RO004.13.i	30	28	RO004	13	i	nat	cont	RO004.13.i	86	12	27.1	5.1	y	86	9.15	4.729	2.545	19	24.3	5.6	y	NA	13	17.2	4.6		69	NA	NA	NA	NA	NA	NA	69	1	10.5		NA			3.60555127546399	2.84490938381941	1.52605630349505	4.35889894354067	3.1904763503465	1.7227665977411	3.46410161513775	3.29953372788566	1.62924053973028	2.21375387928743	1.55371376366174	0.934130650002486
RO003.11.g	30	29	RO003	11	g	nat	cont	RO003.11.g	86	13	27.2	4.3	n	86	5.85	2.081	0.973	15	23.3	4	y	NA	9	14.2	2.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3	2.65324196460721	0.916290731874155	3.87298334620742	3.14845336057165	1.38629436111989	3.60555127546399	3.30321697330195	1.45861502269952	1.76644166124377	0.732848547411497	-0.027371196796132
US022.23.f	30	33	US022	23	f	inv	cont	US022.23.f	86	17	20.6	3.9	n	86	8.59	3.299	3.171	22	20.3	4.6	y	NA	10	9.2	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.21920348405499	0.693147180559945	4.69041575982343	3.01062088604774	1.52605630349505	4.12310562561766	3.02529107579554	1.3609765531356	2.15059873599616	1.19361939224644	1.15404699555621
RU002.2.a	30	36	RU002	2	a	nat	cont	RU002.2.a	86	21	37.5	6.9	n	86	6.92	4.293	1.977	18	27.2	5.4	y	NA	12	15.3	3.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.46410161513775	2.72785282839839	1.19392246847243	4.24264068711928	3.30321697330195	1.68639895357023	4.58257569495584	3.62434093297637	1.93152141160321	1.93441576962958	1.45698578924242	0.68158054418848
US015.13.f	30	37	US015	13	f	inv	cont	US015.13.f	86	16	31.1	5.4	n	86	6.13	3.145	0.944	18	26.6	4.5	n	NA	10	12.9	3.6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.55722731136763	1.28093384546206	4.24264068711928	3.28091121578765	1.50407739677627	4	3.43720781918519	1.68639895357023	1.81319474994812	1.1458138901524	-0.0576291128366364
US003.6.a	30	39	US003	6	a	inv	cont	US003.6.a	86	14	32.2	4.9	n	86	6.22	1.91	0.743	13	32.5	3.2	y	NA	10	16.5	2.9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.80336038090653	1.06471073699243	3.60555127546399	3.48124008933569	1.16315080980568	3.74165738677394	3.47196645255036	1.58923520511658	1.82776990675109	0.647103242058538	-0.297059234264378
UA001.22.g	30	40	UA001	22	g	nat	cont	UA001.22.g	86	11	24	5.7	y	86	6.77	2.866	1.313	14	30.1	4.2	n	NA	11	17.3	4.3		69	NA	NA	NA	NA	NA	NA	69	1	3		NA			3.3166247903554	2.85070650150373	1.45861502269952	3.74165738677394	3.40452517175483	1.43508452528932	3.3166247903554	3.17805383034795	1.7404661748405	1.91250108692418	1.05291732940598	0.272314595320659
CA008.6.a	30	43	CA008	6	a	inv	cont	CA008.6.a	86	13	21.2	6.6	n	86	9.82	2.988	2.232	12	15.1	4.8	n	NA	8	11	3.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			2.82842712474619	2.39789527279837	1.30833281965018	3.46410161513775	2.71469474382088	1.56861591791385	3.60555127546399	3.05400118167797	1.88706964903238	2.28442112236637	1.09460426727057	0.802898044519065
CA001.4.g	30	45	CA001	4	g	inv	cont	CA001.4.g	86	9	37.6	7	n	86	8.04	2.456	1.651	15	19.5	2.8	y	NA	10	13.8	3.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.62466859216316	1.19392246847243	3.87298334620742	2.9704144655697	1.02961941718116	3	3.62700405039585	1.94591014905531	2.08442908319087	0.898534010284896	0.501381164937991
TR001.10.b	30	46	TR001	10	b	nat	cont	TR001.10.b	86	11	27.8	4.7	y	86	8.16	1.735	0.932	15	24.9	4.7	n	NA	10	15.9	3.7		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			3.16227766016838	2.76631910922619	1.30833281965018	3.87298334620742	3.21486780347066	1.54756250871601	3.3166247903554	3.32503602069659	1.54756250871601	2.09924416897602	0.551007413398823	-0.0704224642965458
